order_id,payment_sequential,payment_type,payment_installments,payment_value
0cd19e832fefb17664d1a294b90ad192,1,credit_card,10,110.2
22543080a0066963931832c0df11b2be,1,credit_card,2,54.25
8ff5ec04a3f395979b2371a0a9ef4136,1,credit_card,5,121.78
a72d1276fd9d74c154120c3a11eba771,1,boleto,1,75.69
adc2f0c9fd838d820339f8220c1adf08,2,voucher,1,30.0
ad6137b47c7f7c1c621f4de13c3d5bc9,1,credit_card,2,145.9
ac3143c0b6db91dd3ca4ab4d8a8243eb,1,credit_card,4,953.71
242bc9216a7d8514ba8d435a96d63c3d,1,boleto,1,127.69
fe36a827e3e9e0a6f5e11b0be2055727,1,credit_card,5,55.69
3be1b5820b7f93acc617a3b680f37c91,1,credit_card,5,349.99
ef0beb334211d552bb4bbb9b43e60248,1,credit_card,2,158.98
b4d7995506859f96187970c8275ee66c,1,credit_card,8,540.02
415c8cb8b60f8371900c2abb3ce6a0c3,1,credit_card,3,171.32
7a415e8280c3ae4d608481124c4f5d62,1,credit_card,1,68.7
e8f9288c671277ab525571871aef27cd,1,credit_card,3,36.0
fa625c35a56d989b379939bae9bc9b2a,1,credit_card,1,63.89
61792c6272346d7f4b7c5b1747df7b1a,1,credit_card,4,49.34
65bbd0719855fe808bb19f62dfa9f42c,1,credit_card,1,354.64
83c55d64c56ad16ba3c0f7858cd709d0,1,credit_card,8,408.66
5ff78652a040431e007c9349249d3503,1,credit_card,2,386.46
ac0da888b1077d0f40b33eea6de6297e,1,credit_card,1,52.34
019bdbaef5b5121c9b1811976aa510a5,1,boleto,1,108.64
968ce3e13bbc09dc91d26a2f0208d99d,1,credit_card,5,200.55
238bcd7a2027e5f32fd185c264d73786,1,credit_card,2,84.56
3d7fb1dd6ff6f0eedb9976eda81e4a95,2,voucher,1,20.0
1fce50c1831b6809773e5020edc716e2,1,credit_card,2,36.16
f8aa20752115b536eacee3d561989f35,1,credit_card,5,112.4
5accb23a030458bbfb5eb669903f05b7,1,credit_card,1,35.4
952241c48f34d58c23ca57964d413834,1,credit_card,2,88.2
332e264249f30a888b81bffd7a84e03c,1,boleto,1,131.47
01e6f40a293da5a9dc11e49695c7541d,1,boleto,1,64.09
6eab6f37ff2d390d23be84642739b500,1,credit_card,5,279.4
d2cb7c100806e87a227d413e9157cb76,1,boleto,1,75.07
e43a8e7bb3db31ab15c10dfc9ef4e419,1,credit_card,4,69.41
933cae52f81a96867c679e5251c0a7c5,1,credit_card,5,88.49
b308154c76f89d8c52b41f7c8480d107,1,credit_card,7,71.66
caa275ffe24eb1662c6e22a43e200622,1,credit_card,7,394.07
1d6efdc47fc22d96340ff4b18566ef54,1,credit_card,2,98.47
f6879e8e12a44ceb4c422c23489a029d,1,credit_card,8,180.91
dd3d73f70b77e2a07f64360620621ca4,1,credit_card,5,262.94
a03080d29751000dd3e2eab48835af82,1,credit_card,3,62.22
92f4f749aa508d58dee50d9ccdb6c9dd,1,credit_card,3,62.31
93b63d0bd99c903fae0f7a00b72b507c,1,credit_card,3,164.35
d2b0a763647d885d0d3db2ee534ec02a,1,boleto,1,79.09
141d3bf5aa7128f40bf2a60cef620b93,1,credit_card,3,159.03
4b918a356d581c76170acb5f5644e79f,1,credit_card,9,92.57
ca376f8f4042e61688af8cfd32d4e80e,1,credit_card,3,234.08
d1c60fd7acd42b1d2e2aecfeff348b23,1,credit_card,2,67.62
44f9bb85e9dfb3f106dd017fbd8b8006,1,credit_card,3,134.12
63003bf6e2058e236f3f9ebb2872b234,1,credit_card,1,112.13
e4e0b1913652739070617b6a336a6ca5,1,boleto,1,44.72
64e64a4dd77d71d6bc307f24af1e55ac,1,credit_card,1,22.29
3e47a8cc66024053901d7313a7d2a0b7,1,credit_card,2,330.4
e6dfc4ce09d6557361948d3648ccb670,1,credit_card,1,206.08
6d0da5add693d625079fa8fdf40967d6,1,boleto,1,19.48
c283d7942d2bbca2c27a9c15ee2a390e,1,credit_card,1,206.76
816b15129b14c066ff4f5755938aefb0,1,boleto,1,126.44
b790fce1eff8be3c9ff35c97cde2afaa,1,credit_card,10,305.19
05c5f6468206cec16a8c99f231bbbe86,1,credit_card,5,161.88
2e69eb402e990dd7df2f12806dc38a4a,1,debit_card,1,88.08
ee482a8248d67e42aa1105d14a941a47,1,credit_card,2,150.52
347610961383f5990e1d0ce3fd0afa5a,1,credit_card,6,314.3
7f058780efeab68414ecad1c0c43d0c0,1,credit_card,8,396.35
a83755325957c8eed972dc614210922e,1,credit_card,1,120.92
84e18f4b5b541150af97e94f3cc0b2a7,1,credit_card,8,82.1
7c95572fd6e7e0ab8b88b00fd8c70716,1,boleto,1,53.39
d85a98bb9881eb52e0efa5e9ddece3eb,1,credit_card,3,61.79
52fe09ed9b59f3ee4be7b74b990d13bd,1,credit_card,2,39.41
174fb39de9de15c80ea4076ba0cb6c83,1,boleto,1,93.91
ecdaf77dd1a8f3bbb92d88b14869b2f9,1,credit_card,4,84.14
b0cc2434ee3727e682222a0f745a5948,1,credit_card,3,145.01
f75517cfb973c21eab8559a870263794,1,credit_card,10,231.27
9bb824ec73ee38dbbc585f3bba4b34ac,1,credit_card,1,171.53
b8188e1985fbf9e2b94e3a0b64d58074,1,credit_card,3,86.15
5600c1fabd9c27cf4dc4a3aaf57a8e29,1,credit_card,2,58.16
b9a089706e16d5490f7a2feb363e32e9,1,boleto,1,149.42
9b92d4432c1758cd4215f3fdb1d623a3,1,credit_card,4,186.36
fb8d6e92e3a08fe6485d4fb08d23ae0e,1,credit_card,1,21.04
ec89f64fa61a8186f474cf0a903fc4fa,1,credit_card,1,27.75
270f00466aae4f41f010eaba2da31425,1,credit_card,2,60.0
8effe67a72c715f926a6dc1a616a5ea9,1,credit_card,3,33.51
56430e0b9968b381942760e433583b27,1,debit_card,1,33.1
b0b61472cd1ff0e9f1450c6ae4c8d5a4,1,credit_card,1,99.43
63c5f492ab4ee6c249acbb4cff61ae3f,1,credit_card,1,407.9
6c98fa39891b33399785aeac3d7ee926,1,credit_card,2,424.04
7dbdda97c8aa87c003f73602c45e4f90,1,credit_card,4,162.03
73c21d26eefa3d24be02a149b9e69017,1,credit_card,10,188.34
df339f81c46dc0bf186cb6307d7cdb6a,1,boleto,1,35.4
8c53283eca3bc0e603a48f2b8725e96f,1,credit_card,1,17.86
ac033ca6c43caa50310de844a7868c8e,1,boleto,1,74.03
67976860fdf683e7bdb13c4f907a982e,1,credit_card,7,163.69
d21873cfa21e689e4dbfd43a99326424,1,credit_card,1,706.84
76c025e93388599ae9e136363ee1c00b,1,credit_card,1,135.97
081e5884f403fbe66f3bce77c72c9230,1,credit_card,1,43.58
76978d31d8e911d947c1c80c193e116d,1,credit_card,1,76.87
0b365bbd59e2f75bea276c81bb916dcb,1,credit_card,1,2.78
c1d8546e6ed294dea3203910c9b0e7b5,1,boleto,1,128.07
7b8ad11294a3f23e9695000ab5f07a42,1,credit_card,1,23.38
3c608a571543f2f2b96f2e6cb3a2d10a,1,credit_card,6,191.58
8edc3a87d7a72e4350d65c9e1c613089,1,credit_card,1,153.98
64c9c64b12678438c07b5ec6cc785976,1,credit_card,1,33.1
7db5f2eb8f5f54db9f9e71ba4296bcbf,2,voucher,1,0.01
5cfaa2e60887ab4aed7d4e637efe2156,1,credit_card,5,50.5
f057e285395efbc0c032cf9e4ccfd146,1,credit_card,1,38.0
cc58d2040605eaadced18735aef5bbb0,1,credit_card,10,367.2
1d50a1ce4cf6a22155891f66fb4117b0,1,boleto,1,66.64
6e2b63d5084b319e8d72270b7882e119,1,credit_card,1,133.64
4e27ad7f1a6821ceddc8442eb1875014,1,credit_card,1,69.67
04031f8b12339dcc12fa340fe96f00a6,1,credit_card,2,70.97
675d6533ed09bea158fd932431474b82,1,credit_card,10,255.76
b34f86c59a76bef28aa32825ab4370f6,1,credit_card,1,292.86
8ef3801f58da6b652a3082e1fa5b6589,1,credit_card,2,129.15
2adb88df15a33d97f2990e59b1745820,1,credit_card,1,27.48
9a99c1f97699ec839f7966eb7c7d5afa,1,credit_card,1,140.94
66c8dae0eb958ee945dc71efd0a99659,1,credit_card,1,49.09
e08878ad70acad81d0e90f59e56ce9a6,1,credit_card,1,84.79
2d609a52d61c0a90d5e88a143630bc7f,1,boleto,1,164.01
cb161f108a2062a82651fe528b39ffa7,1,boleto,1,218.04
107f069fdb62a9cbe252b043323e4e32,1,credit_card,2,175.13
347bf2a6f72b7c7650838aef5cd546be,1,credit_card,1,143.99
7cb67275a494651008ed5b1f0353ddce,1,boleto,1,88.54
0588a3721b3d0a1f0b549fb84fd9cf10,1,credit_card,1,109.31
f258f1bbb090cc1a4c185540c7038332,1,credit_card,8,353.29
cc779b75630b5b63955c7167fcadee93,2,voucher,1,23.23
5662e7f8bbc6abe55e104ac06994a731,1,credit_card,3,57.69
b0e1d9af1bfc3a4d96489c81cf10fe69,1,credit_card,1,135.6
57cf629636cf674f91cdf37b7118b27f,1,boleto,1,137.97
d482cb92e40c8f1f96da881196ddd956,1,credit_card,3,117.94
928491f9ad93ae20de89668ea4a968e0,1,credit_card,1,77.5
035c01a45e289b155db4e47cf39b29d3,1,boleto,1,93.8
72e260ebb1a3c209dfd76c76f1d4f65c,1,boleto,1,121.6
cf008a8ccb8f6eafc66de884e6bc2728,1,credit_card,5,278.63
7df4045bb089bf92e7eaf3b506b6423b,1,credit_card,2,110.77
b5a1d012931f59ed905df201cf2aba80,2,voucher,1,50.0
1dfc284468e80b96e18103668871f465,1,credit_card,6,78.97
94779a352003cbec1931fe5d7b041f7e,1,credit_card,1,66.44
e417eb578007d00c0b658bc321e625fb,1,credit_card,6,111.02
f7535fb641a71ca3e0a6f2657dbfc51d,1,credit_card,1,131.94
d48ccff01a1b3e35b69d6b6ed81a352a,1,credit_card,1,37.99
dc3da2a9d0c93951fdc030194d48bb02,1,credit_card,1,200.75
633bd8dd4d19125b69aeee2526f79779,1,voucher,1,55.09
7ef259be178f9f06c72a57add85b71cd,1,credit_card,3,372.67
a0fd703a1c6a122520246bd8d481e528,1,credit_card,1,2.35
f31b8a3ba0d40cba425c9bd89c69a3e7,1,credit_card,2,42.78
85bb28ec7b858a8b703d82a51b3f5e1f,1,boleto,1,36.05
e3f4b4c899325f23b973d9aee02d2071,1,credit_card,1,50.45
69949f70025210748c64e8271bc63520,1,voucher,1,184.93
d9f8510c453819ec4a9eb91851ea5fc4,1,boleto,1,186.27
6e53f3d94a384e3e000da1b6d43641ab,1,credit_card,5,51.57
e3814831894acaf0ee4561b4a610b580,1,boleto,1,385.52
d35551f33906e01d035a5f40e1bd1732,1,credit_card,1,576.2
11353d8c2550bd22ef8c18735c303f5f,1,credit_card,4,101.64
5bec9dad5626dc4e86bf625a3a6d0523,1,credit_card,6,63.06
03da04c1427d7b8bff38d76efca1029d,1,boleto,1,216.74
5dd868edea4ee3363563534cd18187f1,1,credit_card,1,46.26
2934b40bb9305d3b5d74747be3181435,1,credit_card,10,194.48
7be91eab3dac2edd89fc7f519e1649f5,1,credit_card,1,133.62
3ac0423d1e7e335f83c8fa3600ae47d7,1,credit_card,10,189.21
a8a2941e92152e0edc39bb862cd6b6e2,1,boleto,1,50.86
4d9190887b47ff1b89c657c788c038f6,1,credit_card,1,2.67
4d8facc97be05fe7125870fb933e0362,1,credit_card,2,133.34
cfcb1cc2e9f4ebf0caea1584195f9046,1,credit_card,10,368.92
5373c26702420c0f842871e489365e20,2,credit_card,1,12.59
da7b8d3f7de2b64a8d4f6d59b36159a7,1,credit_card,3,88.72
370e2e6c1a9fd451eb7f0852daa3b006,7,voucher,1,6.82
80d49171762a51f500bf6b774aa24617,1,credit_card,1,2787.87
ea2c93fbb3cf79edecd5f993fe362464,1,credit_card,3,457.64
253c8653b64a17c18b729399e14c42cb,1,credit_card,3,595.3
41d5636cfaa3b8436beab84388cf73d0,1,credit_card,1,171.69
63c10abe3e4a1cfbeda3cdde88766893,1,credit_card,4,512.46
edf5259d2b67344bab205bdd705eb9f8,1,credit_card,4,113.16
6a78b3062a561085f98b76a5a0eea516,1,credit_card,4,92.62
1764b7f40d0e7f04994494ffabf34ecc,1,credit_card,2,52.1
621e3ac1e934f773b4db54dbaa49edab,1,boleto,1,95.84
cf40f4e7a565c0a50f13f0d95f3f3cc0,1,boleto,1,45.89
3f6484ca65eed5c701aa5e348623537f,1,boleto,1,157.78
558a2813efccba296a15fdc10cd85acf,1,credit_card,3,83.34
a476fb0537849039cb122034488f8ee4,1,voucher,1,41.0
7fa917593c3ed7bd80f35dcb6e1aefbb,1,credit_card,1,44.38
82df1040816137c724988769a4370203,1,credit_card,1,131.44
d91a712b4ecf0cba1183e01e2808599c,1,credit_card,3,154.51
50f943da6e59c10475c030a61ff8a31c,1,credit_card,1,82.66
5e1a8017512badbdf543b509991dba6d,1,credit_card,4,235.28
0efd6177ac7aab7f85f78796d324b321,1,credit_card,7,73.43
c5bed3a385f406c503841fed148952b9,1,boleto,1,174.64
bb953a084ab406da9e19dfdc06df0245,1,credit_card,1,65.34
8dc7f5f2024708be4f36e4b1811cdd97,1,credit_card,1,102.26
23bb9807759656cf1a127051f168d6bd,1,credit_card,4,161.54
62b7c4dfc1bfb412daf2852c00c4a672,1,boleto,1,28.07
8e084e8efad16f27d7f26e71af985ce2,1,credit_card,8,181.4
b18478bbf9b2283e3d12452f69fd9ce2,2,credit_card,1,79.92
390cb12cd3157360539ab0739c1b8fa9,1,credit_card,1,97.66
d00e79f339bb76a1b6dbcc8cb41934e7,1,credit_card,10,113.44
c6a965cc9489a0d9ede11c4534e916f0,1,credit_card,6,202.76
52267d8c7f4a0227294efd0ef23fcefb,1,credit_card,1,37.68
7192fdda583a1beb9274f8693cee679d,1,credit_card,6,162.55
bf7937a823a3232d50fe7a0520ae8c0c,1,credit_card,3,138.24
877e88c213b1ca25f07ece4878bb8acc,1,credit_card,7,97.03
8a37cae0305cc1e69d6f5d0629719e9a,1,credit_card,2,73.27
b4059555399120834bc8cf54a84bc6c8,1,credit_card,1,26.77
5795afd080b42134859d9b925c7919ea,1,boleto,1,71.14
6a4b27f33e33875ed99945d3e271698e,1,credit_card,7,372.27
6a978028a892efba783a6f3be848c512,1,credit_card,1,154.72
0f3f49e2316b72f49e23fea6ffaa2371,1,debit_card,1,24.28
dcaa8a5fd8f675e791daccbbbc9caf11,1,credit_card,1,4.15
d8457bd7376bc47702228915e4c4f187,1,credit_card,5,54.62
92af9bafd80bcd2636471ac01bc77f60,1,credit_card,8,204.11
b2a33016c177ab9b6f09ca324bb26ec6,1,credit_card,6,287.96
be178aef757640fe4721501249ae18d8,1,credit_card,1,38.86
36bd9a684be63b7aed450f82d31727f0,1,credit_card,6,133.93
7cc699da1cc98ea6349ae005feae3906,1,credit_card,10,554.4
2c6e3395e4f4716fc4d23742912ff80d,1,credit_card,8,504.35
9c7bac99c8e380b1c915cdba1ff29e65,1,credit_card,1,90.92
4821d5af4c2ac98b0f70e47c5d845520,1,credit_card,3,69.11
54e21f5480d90336080ff89ec1ba503e,1,boleto,1,67.14
cf7dd05504fa5d4ddab58fcb69bb18a6,1,credit_card,2,111.86
620b5f7f730ead80c8dba1202716a29f,6,voucher,1,9.39
518556dca9ef8c42a63ae02ced2a479b,1,credit_card,2,971.1
d181dfce5d8355bc51c2370c6910d4bc,1,credit_card,10,497.62
da25492a616ea75359094ce9180d2691,1,credit_card,2,188.8
598796ca1dffa87337f6d02b8d47bae0,1,credit_card,1,90.88
0c45caaab2bcc146bef109bee64d3b98,1,boleto,1,127.92
324f3c3352916cbfee179bcbae1e8ce5,1,credit_card,10,107.1
a8bea4f26eec48abe4e6fb0e6a35f7ea,1,credit_card,1,188.73
d26bc24224fef3d3b81a759802c26434,1,credit_card,1,29.75
b777b4bfa1fd6d0c466cf8fd0fe7f541,1,credit_card,4,47.53
06b2c7035561ef12b16045ef4bf459e2,1,credit_card,6,68.02
520ea64853a832e3e2fe0ff5d6f44667,1,debit_card,1,119.8
b9ab6047d37ddd3df234b9e3da860b39,1,credit_card,10,248.76
e23c047042de8af99ddee111258c121a,1,credit_card,8,375.41
f894a976b2f88c235756d17fde814a4c,1,credit_card,5,102.75
9e60724a9f4d8f5d169ee0b5bb7a8a46,1,boleto,1,298.32
e807a70014b92cf251b7b8f3768b023f,1,credit_card,6,67.88
1516bc58e1b5b8020aa6595d2e27e858,1,credit_card,1,506.17
9416d46f37f3852f96df822e953ff6c5,1,credit_card,1,198.4
12950f3d9bc12065fc5da141faab5780,1,credit_card,1,103.82
0ecc87706e05dcabbbfe5aa29767e9d0,1,boleto,1,1087.44
1be51feefcd481bee3118900e6777057,6,voucher,1,10.05
33504b554c6fd21bee085f5a180a7fa3,1,credit_card,2,67.83
899f386e0652a9e159d00cbe97836be3,1,boleto,1,37.94
3ca6693c62bcb94cf84a1c9f89191483,1,credit_card,10,204.53
09fd9b0402ed675bbd1ee1e81171ac7c,2,voucher,1,43.98
cead9dc81ce08f2255afff2701c569d2,1,credit_card,8,186.85
4efbb5172eeaa8a9dd5a9483cfae3637,1,credit_card,10,416.54
4f1948db278b553e701c7930ee85cb8a,1,credit_card,2,105.52
64d7ed1c4e843c97738d861140943a73,1,credit_card,1,188.5
3ba5d830ea579cb8687862a83f5b47df,1,boleto,1,141.48
4a28fe31d1808616ef3925084765c8b3,1,boleto,1,60.97
e4798e36e5f3fb9c75a695fdb0a2936a,1,boleto,1,31.17
b8f1d12f21b83fdb91d157f357617d90,2,voucher,1,57.7
5c25baef0771109ddfe73e4c91f68cd4,1,credit_card,4,103.37
79bbf3a1b3d37ef1258c8acc524e1ebb,1,boleto,1,76.29
7536412c065c3c88cab8d15d406b24d8,1,credit_card,2,28.09
5958326b12eca1c2a2b4627dc4676a2c,1,credit_card,10,153.69
c5ed4a55e251ad5ceeb15a399999516d,1,boleto,1,44.09
0d560bf6bbc1b2e3637cdc56cf7e9639,1,credit_card,10,111.3
7ebe19943d85e81a7b0eb108681276b7,1,credit_card,8,211.94
2f0406761edfc84594b3ff458e5ddc6a,1,credit_card,4,175.64
5f332fa4ad3167e08253c656a2fae4cc,1,credit_card,3,75.99
312182e0c020c06cbe244ddb6d4fe780,1,boleto,1,41.88
d0c657a6c80777d2c1c616e0cf917e32,1,credit_card,1,22.95
f886ca9715359489ac5ca62177ce61c9,1,credit_card,1,47.44
e80158981f299f984453ee1a55275764,1,credit_card,1,28.4
7cf3887824504a66be11bf1bab9fca46,1,credit_card,10,817.15
c77e3aa4caf8e752789d9b7ce1caf352,1,credit_card,4,109.77
80d96347e69c438801f589825dbf0d66,1,credit_card,4,295.4
d9c7d6586555e3adb3709a7047e36c11,1,credit_card,2,29.08
106f6c512adbf8efc43791f75692d25c,2,voucher,1,14.38
d4483d3fe5bb19cb4dcfe5d9a0bd4604,1,credit_card,1,254.45
1355bd6c7fa80ea43bdecab48ff8052c,1,credit_card,1,85.15
0ebe7b603e2e4b83d9adf9f169585f0d,1,credit_card,1,19.35
38bec8cea5e040be0ab60e3415a27572,1,credit_card,8,681.82
3186e75cf9e4a13149e5729f23cebf06,1,credit_card,5,178.44
ef3845484f82e3b6eed4a579e3c1063d,1,boleto,1,143.5
97bcc96998b24fe6ee7cec4ae04001df,1,credit_card,1,45.09
a1b499a72aca650e451a357f1eb45c03,1,credit_card,1,59.56
42179e8f527c0f76eec0b2a37a284f4d,1,boleto,1,101.92
ca8909b3f3d130ce4d68392541e91800,1,credit_card,3,217.09
8280bddb9636fd420fecbd96c5b0c877,1,boleto,1,77.57
cb6788e2b64ab1ddde45555de93c809f,1,credit_card,5,248.85
883ee9317106f1b48b157ecaddc83f64,1,credit_card,1,48.23
5fe9874b96028c851e35c1c28aede4c2,1,credit_card,3,167.77
98bffcaf0aacc0569cbe1fbfc94a9639,1,boleto,1,175.77
8571f5b695cac36f5124691c0e102b41,1,credit_card,1,69.33
08432abcf785878edf1221a0611960ea,1,boleto,1,47.18
1f59870d6111d909e3c3f511d4d6dfe2,1,credit_card,1,35.34
4a63bdb264d95eae86109b24b4880aee,1,boleto,1,61.29
b09b18fbceead5d238576060df8d45cc,1,credit_card,2,90.45
fcfe1ea18aae8ae4a08253fd4060a763,1,boleto,1,82.97
9888c63722f4013669bbb7fa059d4641,1,credit_card,1,33.85
7a43bbe9766ce937332b6f9dcba36715,1,boleto,1,52.38
cf020d5028c46dbd39ec2f9345777cfd,1,credit_card,1,77.53
006df90050498994d670b40da4651d22,1,credit_card,1,21.39
4519eb4d4f31920150447454d2a0b560,1,credit_card,1,70.34
fad93ddceb5b210f71589b1e9258a110,1,boleto,1,102.78
d495dd3f39ec305acc17bcb39712f772,1,credit_card,1,71.29
09b9b2b8758ca1fd4a9bcd3f2af6fb10,1,credit_card,8,197.63
4689b1816de42507a7d63a4617383c59,3,voucher,1,56.42
38b80ac02e3ce34b306483fc57a33bc5,1,boleto,1,35.86
70c166d4c5cb846d78663b5b3e4adbb5,1,credit_card,1,49.92
69644a0087c6fefeb4f90eeadc03e80e,1,credit_card,3,99.58
d1ccec3180d63d8bfd37f65d34f07da5,1,credit_card,2,27.67
1bc50e93f3ab76ab6677faad4dd5216b,1,boleto,1,47.84
444ebbf5602b5acdad22e0b4a9951bda,1,credit_card,3,372.72
9d43eaf1f72a6d200577517c4e4265e0,1,credit_card,2,155.73
7c0b9b2385b65bd8c7aa778a843155e9,1,credit_card,2,151.6
1a0ce44b1b78ab7a0abb0bdf7062b2c4,1,credit_card,2,98.7
c7e1e46af92704b1c2e1924de96e7479,1,credit_card,2,132.64
db7374d1f9c8965e0fbbc1fd1cc916fe,1,boleto,1,112.98
1fb3e3b50c0686e0c491b0c17249d2d8,1,credit_card,4,46.13
8c026d542e6e6803115061acaed02330,1,boleto,1,76.38
c6c17394464f987209982d3f1423f068,1,credit_card,10,139.8
425de35c38a6fbe5030783d1ebf2b93f,1,credit_card,1,278.11
e67a3047fa3e8b2aecd942f3b25b0e3f,1,credit_card,1,66.23
509952a95c250007c345b4b929663dc6,1,credit_card,6,136.91
a3f157a067efbb72090189af1f7b78b4,1,credit_card,6,200.35
0cafd6a7576a6aae0f891008a87f1546,1,credit_card,1,10.9
3b56cbdbdb60dd5d1da927732b03b24e,1,credit_card,4,93.5
9b336781d5b596503cb852a8e043496b,1,boleto,1,44.49
1475f5ec3a992c94a397148561439873,1,voucher,1,63.42
8fc207e94fa91a7649c5a5dab690272a,1,credit_card,5,135.51
69f02b066e4d88eb8a784a81a8c7ad97,1,credit_card,2,67.36
1671068b64a9cdbffb5bdba38a07382f,1,credit_card,4,97.87
