customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
05075b9433e8f047f3ba7a5ada189809,212c759d8c4f2d4d9d6fd4c7de0afbb3,25245,duque de caxias,RJ
ccb8e120e8af0bbf5a1daa2f21984d7b,97dc91f9e896442f6ac9650bb2a9b594,13053,campinas,SP
32ef00faaec28f844c83dd9856d67177,803c9b252709beca97a308a9197371ff,5450,sao paulo,SP
0e19f44898c5554faac8f95f1473bb4b,d197a184e01ac46e6cb6596185bd4db0,57046,maceio,AL
e06e47b5560e84764eff2349b2b33f31,b6cdccfa64579c957a905fe68bd435c3,16204,birigui,SP
f4a9f3a779e9783f7c992f5723bbe3d3,09d4fed6320030973607491be508c075,12420,pindamonhangaba,SP
4c9c41a8c1965305e2e1978666bd6d09,801b53359d2880a9bff63574103fb74c,4455,sao paulo,SP
91ef77a365c213f04954c1527081b016,0d8f0706c0d71cb8f6d957dad3023fc2,70770,brasilia,DF
6b6239435ae315b60fbe14d91fd760ce,b621cb89890e2b002aada225e7c5eaf5,11740,itanhaem,SP
7795e422f21ee2057de57ef0212b4d7a,53b5f3ee447865c2de22e4814ef70bbe,74825,goiania,GO
bb98e27058a8d72162176e336a2b97a2,22745c06a87ddc1142c22ce98c5bf8d1,17033,bauru,SP
29aec8d00435f9c9bd43485663f7b97a,f96176e892232662d1c1c5896a94e035,14850,pradopolis,SP
47c2b21c22de46f42a427db0ea223499,f054e8c1cbcf5e89ddd9b615c349936b,78325,aripuana,MT
37922a02f44c5b80004b14cb9a0becb7,4d0bd25308e9d7d0a301223f3d814f85,79904,ponta pora,MS
7569ea856f1959d0371e70135efb6df7,316d6ccdf24ac783b5e4ccdff8506af9,27265,volta redonda,RJ
287e3d0a0a8910d94375eb917fce9743,50aef30dabc7aca975dbdec85dcb848f,87025,maringa,PR
b09ff235742f48bfa743f3e9474d36ef,016a5760b723a3a0bcb4b294d4bc6b45,7197,guarulhos,SP
d703cdda08125e2b263b92746af0f23c,4669d94e1e35f2493af76862ff85beba,1527,sao paulo,SP
182087b1558916ad385080c371df4fe9,55caae104bb0aefc6d44031e49373db4,91760,porto alegre,RS
3aec4688b93d6061ec5061721ad493a7,7b0cae22ae2b6cf88163a50600da4ee2,60181,fortaleza,CE
2bb8c7fefc71b1cd9133f15dcf9941ef,d885b619cb2e462ccc493b70faea10c5,4744,sao paulo,SP
e79ba74d49aad29056945edd15f596ae,4914496b4e80679b99277e6a337715b7,3704,sao paulo,SP
038d3dd1371d364b6ae8ece9febc397b,18e3d276253780b44b5b7bf83f6785ec,11420,guaruja,SP
4acfe2f36c9f7b470ef68d71dc5b6ebc,2561161bc52cafa1be6e80ed9c92c9ea,17120,agudos,SP
6a6d5c560d1072a67be9ee533125d9ed,02a6a137ef7fe2414c9e14fc4d060790,4116,sao paulo,SP
e1fb3bd29f0cc22b821938d2853e4cd5,dcdaced133f33e9651ddfe73b2350156,3105,sao paulo,SP
1ecf434b5a01864957c940be8862e457,196a0e7f3563c9de2605b2a753983846,13641,pirassununga,SP
082805d32249e17183cfb56ccb67b5cf,339f6d44a550afdaf2a4a9a29d091d16,2230,sao paulo,SP
d0522845f3cd4084a840565ddc78dbab,51c79069e6b841c2dcda39aadd3180cb,36900,manhuacu,MG
d6f09cc4465ad621560935110826dcaf,7e5561ad5c5a136c9768371b733462c9,22231,rio de janeiro,RJ
b08064e24083fee8fbe8797902b07ecd,035f60af6e7d7f78470e9443be08d339,28495,aperibe,RJ
0d084e109d08dc18e40858b407ce7c6b,0b7604941dd811e84ae22ca3b90a49ff,11320,sao vicente,SP
3ba47b09546c2da91ef141efce2d5888,b8c37ee810b38c416022e1c9f51e740c,32140,contagem,MG
405e4bf2d57bb2ce60e05d522d0b0631,196276c2651ca4783688aa741b72d540,35935,sao goncalo do rio abaixo,MG
401f18788389eeaf3bc1fe8da020fea0,5331278432c1d2f87ce463412a344d1e,13201,jundiai,SP
ec641354d60bfb11b2db6e165e36b4dd,e1eb483ba2db6d6845f4b546e32c646c,35164,ipatinga,MG
1ea9656f6bb4ba028d81b90a4e7d1369,ea9412f324bd34513bad100b6b6e8297,3183,sao paulo,SP
5d26e3331c75b8be22b3c9e169ff0ebf,b68693bf3295ad9e895d2adce45deb7c,76630,itaberai,GO
1d35081c83698d93ec64ebe2d6cfec9c,df718da6faedf01091e3a94dd8793ac6,72620,brasilia,DF
9522d39cabd497bd4bc5fb1b226cd5cf,774efd8e5cc822162e0af7311d81f5c1,73780,agua fria de goias,GO
312a3a9546b2ee455c66ff62528eefd4,928abb7e0e74f50a0b0136df20196cd1,35790,curvelo,MG
6ca7c0e971c24ce0931f148588ef23ce,f48a9bdc7d38b43bba4082517ea1bc07,36080,juiz de fora,MG
2122031cd11c82d905572a7958c2a117,4a362420541051d3d4055a777681ccbe,13843,mogi-guacu,SP
0825646a316d8b2bdddea079a5e01fda,be2cff6c84f1683300337ecd499992e0,4001,sao paulo,SP
3d14ef1b615443e8569574ccf4c70ffb,57d2e3a4c3b277bea367027f105f1c02,83209,paranagua,PR
c9d341558d0b897fd4bc48e55f1572bb,86d1b878456bce15bcc9c4848207a785,16403,lins,SP
06c760a59b5508e58bb333d3bac7afc9,b7cb5cfc7e208d22aa17ef640f487d7a,14170,sertaozinho,SP
2db53092fc4dd9c063d54cf52c0d68b8,4ebfd10a85099b098816cbbca0604b59,32044,contagem,MG
0b367775717574e7412c7b73c8bde1e9,759d68713a15c3b9a52b377694b94efd,24230,niteroi,RJ
cf72b318eb9cd0e7712a2c1bca227789,d647ac91ff870deee189d7cd0cbf2380,9530,sao caetano do sul,SP
fc570b6557c9a63780acb28007d313f0,4274c9d2313a7fbac9703456d8a788f3,4342,sao paulo,SP
eb9f43bc3cb1915ba52ea755eddad3d4,c45221bb4573f66bdd4daf43fe2d4b3b,6624,jandira,SP
cba7df91cfb5b29a0e92be5fb93b5e55,14debbd298c3b01daa32cef625668068,30431,belo horizonte,MG
31b01af8b3ff7669130c48d6314da52b,1130878bf821f0b682431f513494c5f4,28625,nova friburgo,RJ
7d81b5f1ff0e0a22a9496943f1df6cbd,2aa9325eab1676f4d62830f004d67a34,12233,sao jose dos campos,SP
5a3bc3042d393b11573b5ef67e6f9a0e,30a8328a39c99665deea9fe8954e8339,88372,navegantes,SC
6e353700bc7bcdf6ebc15d6de16d7002,7febafa06d9d8f232a900a2937f04338,38600,paracatu,MG
917cbf45438cc596762f48ca009bbcff,23d79f5efab47bee80aee4e351829b74,20540,rio de janeiro,RJ
93bc0b64da3fd759da11c9a5baa501e9,dc7993c491aef54414c4ff0a5be472ab,13403,piracicaba,SP
8d13b315c8e8e3d9011c9e9267cb8a70,63df651d5e8adb6a0e4baeb66a0eea37,16202,birigui,SP
f9498c1d633509de995d09aeee4f67c9,374026021639ada6e97c12b31a997a64,58407,campina grande,PB
ce303f783b5f596243cf7100d6b848a6,8961b4ca2c5aceb7a78ea72c6e0c840a,6056,osasco,SP
e811ef51626307094e57cf8d443dd4fb,5a6012519d0cf9a2103bd2170a81b833,18110,votorantim,SP
aec8714e858d57cbd3ce1be905ec2477,8d9399ba84c5c3b8d7952f8700845209,3546,sao paulo,SP
0ebcaedcc19c16f38153ce813742e545,1a39704fa1459528597c7e52f99e39d4,26265,nova iguacu,RJ
841a10b36f795c595b69ae09ee5b34b8,51123d30e274aeedc27ae7f4d1abed14,6454,barueri,SP
151260cb5d9b3c220d0af50c81c329a9,3420ecc1371e17140c73a1dd148b7390,88052,florianopolis,SC
3d5688f7c319b63b11b8d1c8dc5e6abe,f102240598836332442c455abbcecfbc,83880,rio negro,PR
891df15998426e9d609b7f363a555ce4,4dbc9e60ee79f8547f8a3fe7f3d02fd1,29820,agua doce do norte,ES
110b52a6ad38588a501ea02fc1156d69,a2c403630a8ed427bb5d0b3d0f170f68,39900,almenara,MG
24867a30fb114e68f333a0645f923497,2ca8ef8560c5cd0f9ddb65d1b1b51380,51030,recife,PE
89b1996b0591126bf4b91eca215d6e67,996d5fb8a5736b0fea622c72fc1026c7,8235,sao paulo,SP
cbb626598bec148e34d513bae9280e8e,1c68b10c39678b2f8a7354ae67c44ef3,14745,terra roxa,SP
fd5c9b3e358a87a8fb22ea9a996949f4,3654085ce61efbb9a73d03c7d94a46b4,88505,lages,SC
300d32359978b9dc15b9f3b3e469536d,04a710ba27c70647fb2a4ffc6fe48e43,28997,saquarema,RJ
1f612df0d03085cac4b2ce8121d8dfd3,c63c0b1ccd9e3a6c8ddd1a52c4ede43d,12995,pinhalzinho,SP
54219e2e76f6a2c60768ffad1ef081d6,3a73ce6fc3b392e1ca609b5548418c36,59063,natal,RN
34438889b551b701f2b8479aefa43c71,4af9d92576710a7d35603adfdff67acf,18900,santa cruz do rio pardo,SP
693214577dcce707468e89aee554cd90,483686d2c2ea82359b6aa0bb2b20829a,4313,sao paulo,SP
72b154a83078118969daf89bbe7fe225,0087c31081ea8d160baa06bf4ad4d76f,89227,joinville,SC
06703b3d47c703a3e163cd1769c2c53e,8f3eef80fef6d26aca45231210bcfe63,89900,sao miguel do oeste,SC
6c3eb82bd1bc98eeb319254fdb38a2da,b81208443af1b894742a304cf0f86b9b,13346,indaiatuba,SP
d8583ba686f2196aba5bc31f896bd8ff,9a8ae5697c81ca094e4bc087022d89d9,71907,brasilia,DF
5f7f9c1ee727aca3b625220c95177f4f,1c7fae8db20821423f3155642caad457,13635,pirassununga,SP
0683b8e9246bd0ccbb16775291a66147,8106dda85e61ac65b597178f5eb9ee99,71720,brasilia,DF
14637e4d4896ccbebeaf2a02b0e2a851,f63181dd4c5b7d91e47629ecb64505c7,23906,angra dos reis,RJ
73a8c93b316350e98f0d0804293f2c27,5acf34561af0200eb8fe2307fdb126e6,22461,rio de janeiro,RJ
dfeb499afeccbe255d81f5900fb20879,88baa2a0a13e63c2e2b3ebc09595e4c8,77440,gurupi,TO
1013b3cb87e89aa951b7f556f8c26d33,0032c76b20340da25249092a268ce66c,13515,charqueada,SP
d9a8e0bb4edbcd0ad3e059682ccb768e,a1b27fb279cf1f20c233f6f8c7d468ff,32115,contagem,MG
9c03ab210bf96ef944e181b73c125414,6b4317e342a438c1285889fda1eac3fa,17205,jau,SP
945c975073e57fe39a636afbf6689bcc,7ae8e196478928ab8223458a90681d26,13050,campinas,SP
57934d36535621517dc2b60295108836,119d43da5cf2cec95289848aec20ac51,85960,marechal candido rondon,PR
6b3dd49a9dcb03a49f8f7e1848d96a21,bdaae7d0dda6bb655f833ebdceaf178e,29046,vitoria,ES
d7288a6538f2639b5916c4337eaebe09,78681ccd3cdd568237129b2e5509eb73,9627,sao bernardo do campo,SP
10c23e73ba4e0d1dba0fcb959305ecf2,58c9adbd05815ccb9c1e1ddf6a8f6124,20020,rio de janeiro,RJ
e9897d7b26b4ceaa2b3f07a0e4cddd98,c88a78ffee02f40ceeb314786550b716,74920,aparecida de goiania,GO
d3a7c4a756384c101585cd13190a00b4,6d06583742c138d70b952a6f5f4fd62c,11618,sao sebastiao,SP
6b116549ed56c86707f9c9eeaa654941,3d63d3e85947d64c59f9d3b6f43b4027,62106,taperuaba,CE
069a724b11ade79937f258ebc58c74ef,611b8fe01324647fa20c6f629dfa5b6e,8451,sao paulo,SP
066a9e746ce5eead40d2afa9bccd3d7d,227dee340139e8c2f57bf05bcb1246f8,4171,sao paulo,SP
a3cc815958a0313f44694efc042434ea,a1dcf2440c6b9aec47d70595ed124ad0,91550,porto alegre,RS
97ebd831465dcafb7b8aba3bed42adaa,e15bbe8fc7504d0075b5835a1b306ada,20031,rio de janeiro,RJ
ce990e6331cacfbe30d267a2f847276a,4b384b778ebc0449d0244902bfce7beb,30170,belo horizonte,MG
8ebee0cc741eb27e8501e4b4e3c6422d,8e990907b56d2383d3a39bf0cf9a3f42,65067,sao luis,MA
daa4d167c907827200536489e0dc645b,3cc4abcf6c4d8a077b3c110ac04eb272,87043,maringa,PR
388a43487598d630805ec56499bc6ddb,7dc06f440f8107432896e33a18da3e38,7080,guarulhos,SP
bfc0d6ebdaec3937d7dffc39fa93fb91,bd8e0f3ea9fb694fc53c7a358643fc06,74435,goiania,GO
5c78528de7bc16285f19af96fce88f02,e6925d3e39cebd0f699008b248e58361,13208,jundiai,SP
506ad507afe195802c80197c61b37ebe,a6287dcde3fcf9870d4254398a407d27,22753,rio de janeiro,RJ
baab2b58bcdf3653827e7fc183f98fd1,eb8367e178d144706a4ff3da62d284cb,84450,ipiranga,PR
36b735afba701eeba82799b7d22161b2,313a1411e58266af71ecec9da279ad12,31310,belo horizonte,MG
08be5d1f213ea37487f2698ca4b2be07,3eddcc05abf2cf434aae2a9662597353,14015,ribeirao preto,SP
de9bf374bb9b9c1f0da9c6e148f5f2ea,f12cfa9263ca5dd51027f902d1d05321,30350,belo horizonte,MG
6fc7836276b8f6772133106f0d3bbe55,ece98a5dccb1e985d69a38d4e0f054e5,5679,sao paulo,SP
308d634eb8b2e74f9b5bac996f0df5bc,c319f40740fdf4e982c795eb1eb6d6b1,4117,sao paulo,SP
aebe4c2b4467d067bbcc3852abc825b6,854de56486b249c1dd6b2e23ee5ea8b9,36600,bicas,MG
edaa9852dc9c501799d0062442a05a52,7be63f0ed4d9c76ed55844021da8d5e5,8830,mogi das cruzes,SP
afe505252a17ffb026986235a7615c71,f02292465189ed8f3845720662a35999,89220,joinville,SC
ad9ad1bbc3ec168f6d7e7e5637788fc3,f00acae66459f1828fc1feba2c759fa0,9619,sao bernardo do campo,SP
a125a54036b56ceb4c73638eda0f18aa,19067e6acbb88e562f0f58eca762ac76,26015,nova iguacu,RJ
20c93ce4bf340f35b3d27d2219cc5937,427be1ae47bac17e53cd13061534a4e0,18460,itarare,SP
dee7ac1315330a02d049ad3b108c7ad4,16d778764561c820ab02b6ea12796b14,38410,uberlandia,MG
bb38dcdbc99e5fbf1ca0dc4f8c6b2f4e,efdfdcb4890f42ff5fdc077b298f9af8,60822,fortaleza,CE
33cb0e2958def1ed82a542a45b13c982,c8fa956730a8b291e6bada90a5c6db6c,29124,vila velha,ES
c9507333f1adf471ae7b77aa0f137277,6fa75bcd8374aaf022bf590a4aad45e2,3319,sao paulo,SP
7795ad64f8c82d9dc38060df2f3ceab2,db94b7a9542eb59e1d8d0e7191013354,35160,ipatinga,MG
34d8e7fbd4ef064dc9fef296b5a69931,82a78b7fe9c0c1a662b2d7116c203d36,25949,guapimirim,RJ
769c56bee6cabe0621e1c8ebef411769,49c00537cb6418b95faaff96b95d596e,41502,salvador,BA
e77f4504a634682ed1d9b850039fcc49,fafca0e855aa0ce0b89027f605229d55,85055,guarapuava,PR
ceead79d927539feb1a27e3ec80cac36,f75da962fb4ddac1569e90c21803c455,6768,taboao da serra,SP
9e510c899bd362c1488f53df7dff0b42,d0f35a2cb9d0fff870811961232a5904,91550,porto alegre,RS
09ed4e9b4faf4f69fecc31273d565cdd,557cd07fbd892abdb1dc537a91ac9f00,9291,santo andre,SP
4d6ef25c25da36d22c1ffa42de71a136,c3f3b3aec6ab1645b825e2b7031cfd43,60420,fortaleza,CE
c0971253b7225c85c559bfa40dae5303,bbfdfbd3af995f06a0da9d30e99fae15,5005,sao paulo,SP
c358ba3b6586cfe86c59d44af141dbc2,e6dad6995380749fc3e8f0178b5873c3,12490,sao bento do sapucai,SP
e39f32af4e74151a07a6a3108b123f1c,a776fa09b1b0a5b40d46bc4c9b91906d,46880,itaberaba,BA
cda49be132527b3e1e7baceb4016c461,8c5458447e008fc2db69ca27bf5560f3,72304,brasilia,DF
de5c5a9aa928398a097ba036b0e0b99c,c143cec5225978d71e218834a2c37920,59084,natal,RN
c8a5fc21ea39790afb9055fbaf1b430a,8849b35ccb854f2373c2bff43083e145,28640,carmo,RJ
fd23397154cff65b48495d4188d3f610,baa2381220d03aa74d97baf23302ddc9,4024,sao paulo,SP
0f634b25f5a963fdf1072497e5027f91,91b06e7f118797fea3e4fdf5b9432d7d,23052,rio de janeiro,RJ
0266506e68e7eac1c7f726da057c28a9,3341514b8049f4a268e4188fb0211d34,3127,sao paulo,SP
2299bcdc88bf79c9062fbd443899ae0e,f5479eed84b3486132141fe08c598b95,3124,sao paulo,SP
60582a6628af83a283474d8c94e3ff7a,e106b0bf1efc2352bda60eaeced76675,33600,pedro leopoldo,MG
4ff8e39c2ab4a5985c6b772934e2ee3c,c0b8f06358c17e08e149768d1568b639,5417,sao paulo,SP
0e8f3042296ebd7f20095ce2fe09945f,c374dc8c48a3edc15dc8bcd4aaeb67be,62850,cascavel,CE
f6dab93db29fd73583114f15f85cd245,81cac5e539b7849224280b2b7b4114a4,36015,juiz de fora,MG
5330499077787fb311af2c16a223db74,cde21009d0c20492ba91c194adc13101,88132,palhoca,SC
820c452c2726206bf394e08cf36705c3,f99fa0c7b369bde9c53edc9e6f6c4a58,3153,sao paulo,SP
61fad79bfe55baa042c5fe91d8aa337f,01ca0680cddb7f4c71e3235f08cd16a2,6311,carapicuiba,SP
ce09643dd5df16daaa47223a62c7bbee,6d69a17bd912f5421904a22de939f6f7,37561,pouso alegre,MG
532a03a72cef381fc677f18d3b9989ea,6a3b483e9b2d95ff255471067c0f7203,1154,sao paulo,SP
08beeaa5c7bacd3b0af94874563893a1,0946262550402fc07495e24ad9f252f2,8142,sao paulo,SP
cf013fcd49b67549a3f482afb2a533ac,4350cf84c81dc8d0fed2aaf06c683d9a,8720,mogi das cruzes,SP
9484e4e49e1711abe997984a89cb4f1e,91072c5d9631aab2b794c98dd68d2c9c,1031,sao paulo,SP
71b06680c1a73b4477a3a43863284cb5,9089f3d032c44d092d8de15a28de55f0,87190,sao jorge do ivai,PR
e4140a9ccef4da9c88295faffabaa7ee,1600e56406cd89032fefb96f79ffeef9,8675,suzano,SP
8cb759609b468ec8d01195f328535068,32c050ea3af0bf160de1209adfb922eb,24230,niteroi,RJ
fe6a32160715340fe6b26874b547d2ea,ec2c939a56b9d792f75a3132ee47c2ec,98160,ivora,RS
b8cbb2fa6090f51abb6076e2b26ca3ae,c7797b25e6175614c2c8ad82742a2ddd,7263,guarulhos,SP
cc89c866db4f7b9cfecb9ae48c47fc20,f26327ec6541f1c2aa119fd0d02a351d,54410,jaboatao dos guararapes,PE
624e7f9e9460748b09591ebc6d0bc828,a66e716d02b556bd6a57ee40c8a610ef,22280,rio de janeiro,RJ
c1bdc290c9ae68e5f0825b2dfed4d422,ae5df8e33ea496f14db277c8b8e77281,13098,campinas,SP
04edcf9c41ea594087f93171236b28e2,4e17943c8edf2f66d70f0e97b81aaf17,28085,campos dos goytacazes,RJ
1f954c777b0dbd306b017a3e4cd26475,d35862da9bdb38fad3994de72a77a3c2,38025,uberaba,MG
03bbe0ce5c28e05f22917607db798818,8f3dca4306d5a89e4ae2c65c110603a2,72465,brasilia,DF
eb71557f1184513989581773d1afc0d5,9caf7fce45f197ace0ef67476d5f0b94,4761,sao paulo,SP
7c6c12489e36aafa4ab5dfcfef887475,55133cf96f44c834ac51d0e3b678c7a8,73035,brasilia,DF
56a4d10644e5aa0b23861f9e90f37a8d,7d0983269f825d3112e5a64364b1258a,69303,boa vista,RR
2db14524ba78aa532180308c222eac5d,179b7afa741e910646e438f3e480b4b4,4768,sao paulo,SP
f822ca093818862741351da642ef501d,f757482977cb6137615b622a8b782d97,6458,barueri,SP
2f6d26c67bbd2c07e44bd5b4de84c176,b33f678a7299da3b06beb4438a8d6908,76170,anicuns,GO
62943fca2aa3e99b0f51ad01550e9cfd,031f055c013d9b147263937cc2d5b6a2,17601,tupa,SP
e5282471771ac804b0556f65efa44e74,51c498c80f4afd96c234f0b6795f2e9e,20520,rio de janeiro,RJ
7aa45f0da7dbc08f11d376d597b2403f,1291474366a550ebc251d9187e763d62,12213,sao jose dos campos,SP
dcbedfb087496e64857829044630a2b2,1f730c825bb084addd4914f9c2390f35,97700,santiago,RS
939f659b74bb69ce5a0a7c3b3e351a28,edf55e0391148600e839275491f147e5,44053,feira de santana,BA
96f6f0d6c407d78a7b0df5999939c03b,48c239b2821e4f65ef32ff7ecd4ed37b,8763,mogi das cruzes,SP
364f824c824823a6e6dcfce11fa7cad0,a21a8c17fb2d281bb4890748efc12200,32210,contagem,MG
22d2b3855c2c6c4be552728f1d2c3750,7e7fc3003584df59be31abba5784d8e5,9541,sao caetano do sul,SP
a73f82fba93cdf03b47dadcbf69fc312,a0f3a0c053ba7501b10fb72e038bcc1b,13330,indaiatuba,SP
d184b0e1de2da0c29cca0de3bb29781e,1be0b0b172e10ad52bef0d454965c053,21320,rio de janeiro,RJ
0fef141080d6ba78152b01c3f5ee14e2,3e7093ecfc2d4fda791cc93d9e18c3ad,12248,sao jose dos campos,SP
61f53bd3b55a43b690dde0258d8a87ae,d0bd25a13b24e8d59a11adda68bd3ecd,26050,nova iguacu,RJ
c5a942e2ac6774f24a4bb8f1c6ded6ee,eb3704b505516a05c0fea2e8cca4de56,23071,rio de janeiro,RJ
f26d58fcd47c90dcb5e0e03bd137051e,0978d7916da809d3c71e2061832c3408,29090,vitoria,ES
220f4b53fdb188674895e3c41dd688b9,ef94ab37c9e865083fb1916862c23fd2,9050,santo andre,SP
ea3742e869d611ce91ce6cdc43bea07b,063342fa545494715cc59f983598c546,83606,campo largo,PR
d076efdb7799c038d147359520222208,084b52bfe7638733e0c99f8139ea3924,4615,sao paulo,SP
f37e018586ddc359d2f1ad32f64ff8aa,5538f4cb054b71b5525a019a47019aa0,28735,quissama,RJ
4c48be8f6a938ef775ba2c4b4ecb64e1,390ab7d275c35f0bfb2be964ff5ffbe4,16800,mirandopolis,SP
9bc337d75d1f580b3a4a3af1090ec8f0,88450f30160dc120139ca2a54a1f1524,85601,francisco beltrao,PR
12b71efa350b860b4bd987771b9c6b4e,67ecbf1f06c3a1649d5d6c5e15ea1a8a,80050,curitiba,PR
b58dcebd1080a35715998c1c6b9f4d81,99da196553d9b67b1c762a712a8caaf6,42850,dias d'avila,BA
e8334d453a2049e7a529d772be66ad61,c68a95b096e94c5c6e1f47c06d847171,41770,salvador,BA
4f60b8e950a3f012e9fd35f7bc291803,56a3ba5c3703252753c2391b9ad3bafb,14960,novo horizonte,SP
b4e8fbb3187f1d377d6f6a22951e88af,d0a4b174cd7ee51b5d7992e58c815622,91150,porto alegre,RS
bb07e71b9f9329b0b12519d519610049,d864fec759886e2c8ee25038e7f095ab,6419,barueri,SP
bb88b693c753625fac6cbb7cf28caeac,a012820fbbced38a03331716e231e0ba,27521,resende,RJ
249865ef7c68054c2d31ded934f362d1,25f24493ded5ebebc26a69b5db344e35,22270,rio de janeiro,RJ
