review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
77ed4f94b3638d1f0b0a2dd781c11a8c,5f8772295e1adb4e4832c988d6b631b6,5,,,2018-04-10 00:00:00,2018-04-12 10:28:20
2a3eba09af2fbcd3a20580e62e7b7465,366df9c0b0d5d46f8afc476dc4ca7671,4,,,2018-01-31 00:00:00,2018-02-01 02:09:13
8b230a1373c6dc4bd867099fda1d7039,071251fe3b3493294536f03737a8a679,3,,Eu comprei duas unidades e só recebi uma e agora o que faço?,2017-11-09 00:00:00,2017-11-10 10:38:37
cb2fc3e5711b5ae85e0491ee18af63ed,34e6d418f368f8079ae152bc178bc66a,3,,"Produto bom, porém o que veio para mim não condiz com a foto do anúncio.",2018-01-31 00:00:00,2018-01-31 23:29:21
5733e2aeeb52b99d044a2a3644e1305d,5abb6c1ea24afdc6e26076bfaa7539cb,5,,,2018-02-23 00:00:00,2018-02-23 11:06:24
9bdb93e1339cdbc9bbfd95c5df00f82b,72b9d86fe4e984d9879013b9ecbb25db,5,,,2018-04-24 00:00:00,2018-04-25 20:28:48
50a1eaa2f96d6f3e02d0cd68d92bab75,4a7cf245701068d38d441791b735e4bd,5,***** Recomendo,Super rápido.,2018-05-10 00:00:00,2018-05-11 03:08:49
7b2d3a4794961271f9150b21fecfeed0,2964eb001b521cc23017f1c007a6712b,5,,,2018-04-06 00:00:00,2018-04-08 18:42:33
31b63ea961f9f43c21209d729d1c78e5,46d2d651f006b9b9440d1aa37d89c894,5,,,2018-08-17 00:00:00,2018-08-31 03:13:36
0c8b57ea62de568f13a0e101d344977e,41bc5a3d34a8e4ef91b2e7d9500694cf,5,,,2017-07-12 00:00:00,2017-07-13 01:02:28
a47baae36cb2d3f2d8ab6449aee69ee4,2c1f923bfda154d36f6dad2084cbde2e,4,,,2017-12-19 00:00:00,2017-12-22 12:43:53
352609f0f2d34ce5d3b8de817ee948d5,96b947c986b42f213c9e6b8ccccedb89,3,Não recebi o produto.,,2018-08-25 00:00:00,2018-08-25 20:53:41
ba3e82857e13ba647e843f5a4ade76c1,ebcb12dc163784a4dad2cddb8feb64aa,4,,,2018-06-26 00:00:00,2018-06-26 19:47:07
83414f98136ce687f7eb69e555b2519c,36e05888e17fa68e55b13477d9b53d3e,5,,super rapido a entrega .... chegou antes da data... ,2017-10-24 00:00:00,2017-10-25 19:36:57
a95d9b8de163612abddc0a2aae1131d5,140d9953eb16589e277967bbfcdf7ac5,3,,,2018-08-26 00:00:00,2018-08-28 15:04:49
487f8ff16eaf366dc7c01652202048c3,d5ba80d74b52c335ae36398d6159e6ee,1,,"Chegou apenas uma peça, mas na nota e na garantia constam as duas joias.",2017-08-22 00:00:00,2017-08-22 23:45:13
d95ffc47f9741048c6872cb8d3ed0e8b,f41ef35b2b93249c5239c5df242e8b28,5,,,2018-05-16 00:00:00,2018-05-16 23:16:38
e2fd85e5df711bd91e6e96e13c741843,c9645496b715730a1a5d07eb97a6bf6b,5,,Produto de qualidade excelente,2017-01-31 00:00:00,2017-02-01 16:56:49
1f5f1df7e359907eaadcb67e73590c10,7958f96c87dcc4edd752ef1a39e75cd9,5,,,2018-04-28 00:00:00,2018-04-29 12:38:06
d8f61c7fcd172785563a65cd65a8cea8,cf34fe44babb9fd001a001acfa43cabf,5,,OK,2017-11-19 00:00:00,2017-11-22 19:34:39
4d89dd30fcb3374bb3634e0850bb3ee6,7fd8bee2cb90a93904966af3fa39ff3a,5,,,2017-12-02 00:00:00,2017-12-03 01:31:02
1f83ac8151dd375e41ab519523ade3b1,e08878ad70acad81d0e90f59e56ce9a6,3,,,2017-12-13 00:00:00,2017-12-17 18:47:06
ecb87d3794a6b2a32e6d9ebee0b8dee5,b1b42afa1e73f34f90872f5f1ec48391,5,,,2018-08-04 00:00:00,2018-08-07 18:50:13
14613df954694f243dedeaa2c8a3a5c2,1e91914c9706a5d4665b8c5a6294b107,4, 4 ," Se fosse vidro tinha quebrado; veio na caixa sem nenhuma proteção por dentro, a caixa estava muito amassada. Desculpe.. mas gosto de comprar de vcs
.",2018-05-15 00:00:00,2018-05-16 23:41:51
c399eafa15aafaecdd1d9008f5b34ed6,3081ddf6e7c6afa4e4124e7882486fcd,5,,"Entregou no prazo certo, fiquei feliz com a compra que fiz",2017-06-23 00:00:00,2017-06-24 00:58:52
57e994485c2ebd293e4fa9cd62e5bb96,201691efe89d4d71f36e5ea279a8759a,3,,"Comprei dois lustres pendentes, com a parceira targaryen e só me enviaram um lustre. Abri reclamação, mas ainda não recebi resposta. Aguardo solução por parte de Lojas lannister.",2018-03-14 00:00:00,2018-03-16 20:26:10
9d0f36ac2ecea44727adaa0e0fe064fe,3aa2600d02e113fa1145a76a2e90185f,4,,,2018-07-13 00:00:00,2018-07-18 13:32:03
59d95e0b5b52d038dc3a022b7c912969,fc8c2e8bc069aea361c41c313464993c,5,Super produto ,Muito bom alta qualidade!,2018-07-04 00:00:00,2018-07-05 00:56:21
ca21ff9bdc64ce15d2be8e09bbc5a115,2f6bbf69e7e15f419cef8a59761df265,1,,,2017-05-06 00:00:00,2017-05-09 11:19:51
5241fcad10d7b45a1761f1e1e1536faa,0bcbcc3e0a09b3f6a9495de35f452616,5,super recomendo,"chegou dentro do prazo e o produto é de excelente qualidade! Acabou as dores nas costas, estou dormindo muito bem!",2018-07-07 00:00:00,2018-07-09 18:12:17
a0c0cc2cb9e040c3ee6716ed79218fc2,40eb3456ddb929efd347db4817460755,4,,,2017-08-29 00:00:00,2017-09-02 00:11:30
7c3ac85dbe77e3a5710651ffdf18657c,839b18549775e2e18c8af2ef891474a7,5,,,2018-03-24 00:00:00,2018-03-24 21:06:25
557ae9c16a8ea3909db2fc5a01bc5151,287b045cfe9ba0ed08308efc06c366ae,3,Suspense,"Fiz um pedido de 4 garrafas de azeite.Chegaram 2 num dia e as outras 2 quase 48 horas depois.Contato com a loja muito dificil,tanto via e-mail qto por telef.O suspense terminou mas lá não compro mais",2018-05-24 00:00:00,2018-05-25 12:23:02
5939898b5d2ac05454b2fe1aeecaad19,ff37040ee7efbb9709c2b4389c4c0fc4,5,,O produto chegou muito rapido e de boa qualidade recomendo o produto,2018-03-09 00:00:00,2018-03-12 10:32:15
ef73c7836d8a58bb4d03c816b73230ea,1d96a7c14a9528634756937849d8467d,3,,,2018-01-31 00:00:00,2018-01-31 21:49:35
3ec66627133a5ddca2ee88a81b95bb13,f7641c0de17b431a84de1c1b1cc508fd,4,,,2017-10-17 00:00:00,2017-10-20 01:10:27
c4a20a1d2d634f814cca9311edd60e99,1a558554b7f10eba1ffdd56ce469df63,5,,"otimo produto só nao veio manual, mas sem problemas.",2018-04-21 00:00:00,2018-04-24 14:26:37
a36150969fe6bd09ed011dd78aeb0189,ef1b29b591d31d57c0d7337460dd83c9,1,,"Demora na entrega, detestei o atendimento e NUNCA mais compro. baratheon quando vendia por eles mesmos era bem melhor! ",2016-11-02 00:00:00,2016-11-03 12:04:24
2c303fb6b2f9c16f324f7deb88e736fe,d9fb85f3f3239e18e331c9f622d6998b,5,,Produto muito bom,2018-08-08 00:00:00,2018-08-09 05:27:42
62643d4b292ce733f36482b980a08ecb,22c9adee57f279cc5b0741ddabc89e6b,5,,,2018-07-24 00:00:00,2018-07-25 03:29:13
c239d18d7e310e477d5e7b76b362db1d,80a2b0dcabefef6a83477204433b2482,1,,produto foi entregue com umas das alças com problemas (está faltando 1 pino de fixação),2018-03-11 00:00:00,2018-03-13 21:17:09
68c49ef4957e7d9d5ce406058b4848c3,fc24b77521e400e8290a902026efcc85,4,,,2017-08-08 00:00:00,2017-08-11 10:31:24
76a2c91e6bf615fe58abe97b55a19ee1,ff014de83d667807820e68d8ea975281,5,,,2018-06-30 00:00:00,2018-07-03 13:33:08
cc2b21775364b08a1ee52c1405cef6fa,8624ba83187b6280c6d8b7664a5f5607,5,,,2018-04-21 00:00:00,2018-04-24 15:12:54
9648ffe0a9fe06e89225f782dec7f3ef,aa3ae718cc36bc728bd78c098dc84c24,5,,,2018-03-09 00:00:00,2018-03-09 19:35:59
c01eaa86159b994afb4c5eb920993ebc,16e38caa92e342c7780f68832f832d4d,5,,,2018-05-25 00:00:00,2018-05-25 03:45:28
4ab6671319156f978e972e2ac2c48ad8,897fab0704eda65c69520010b02a3fee,4,,,2018-05-19 00:00:00,2018-05-21 12:29:51
46d55c27e1e3df429c64afc2392b2c6d,aa834e164d26bde6b0890bb9e70fbf9d,5,,,2018-08-08 00:00:00,2018-08-08 23:07:42
f5eb912253261b8bb2dc5b1a1f4e2f0e,dccf99a9f12d7217cd20878c985d55ac,4,,,2017-12-19 00:00:00,2017-12-20 02:19:54
8f9aa50ee40780ba3f79614530a34ebe,729c445f5f350f88d5c9a3911d6e9bc0,5,Muito bom ,Creme maravilhoso e entrega super rápida,2018-05-10 00:00:00,2018-05-10 16:21:17
281d81f9c0034f6d75b24191829cc0e2,f816e2d1a8c3f47837c88fc08ba39dce,5,,,2017-09-19 00:00:00,2017-09-25 17:26:36
2f048bbdf489c642c88fe993d0b0c92c,da6c1b5c9a1106ebca4a15148d062c0f,5,,,2018-02-01 00:00:00,2018-02-01 22:22:04
5e5288d0fcf91a6d5462dd255befb6de,5d1e5995e3ceddeeb9883bb9e449bd5f,5,,,2017-11-24 00:00:00,2017-11-27 11:24:02
4677abdc2e2e59f87b19f57edd36c883,c5ad60266a394a7f574c140c0248ec43,1,,,2017-04-20 00:00:00,2017-04-21 01:17:20
2cc511ac46694596bf61ffb6fb37cffd,2a02e0744a44c3062272575a439947e4,5,,,2017-07-13 00:00:00,2017-07-14 13:16:52
bc4ece7c3e5388f72210c37b9c3f4aec,9764b03686753eaa7ea549fa0b805f75,4,,,2018-02-01 00:00:00,2018-02-01 20:35:08
c5728419249a98ac26289f3959bd1436,d4f63c1e71dd7a25aaf45fd89286d760,5,,,2017-09-14 00:00:00,2017-09-15 01:18:58
c5efc0219f2949a8f81d5e8b39b9ca0c,1cbcc355e275e5143ab1dbf260ca14f1,3,,Recebi corretamente o produto,2017-03-23 00:00:00,2017-03-23 22:03:17
5442f4e36faa9fd2ed031c645a9d9acf,043f43899c67438005004d160d18f55c,5,,,2018-06-20 00:00:00,2018-06-22 21:53:48
8a310b56e4d05a7786d23986a1a49ae9,c5a47daec61dfde191baca4e5c10668f,4,Recomendo,"O pedido chegou antes do combinado, muito bom.",2018-05-08 00:00:00,2018-05-10 17:19:17
b543affbc59262ffd186c14471b19293,604d751f2a7e1dbdc206eec36e4bcb81,5,,,2017-11-25 00:00:00,2017-11-25 18:16:18
91283389ca8846dd242990c799a85f5e,b70e6b353379423761497f0d95376da2,5,,super recomendo o produto que é muito bom!,2017-08-17 00:00:00,2017-11-05 15:18:55
557d0e6fe3a03460bb041cd5b3f7427d,adde6f841dc05dfe3899ed053001e5bc,5,,"Sempre compro no stark e sempre sou bem atendido, site eficiente e produtos de ótima qualidade, recomendo a todos podem comprar de olhos fechados! ",2017-05-24 00:00:00,2017-05-24 23:06:01
0a5c119c75e7f8dd3fff7b6ceaa0520d,a5286db4d5cd7fc8c7d997f24a7fe85a,5,,,2018-05-16 00:00:00,2018-05-17 11:24:09
0272d07f5d34a8c3d31272e7ff967e7b,c862d307944b0dd344a6e4310a345564,3,,"A bolsa e muito bonita por fora
Mas dentro não tem forro 
E é bem fragil 
",2018-01-23 00:00:00,2018-01-24 18:21:11
5f8ed42b9eee8adbd7344caca4ca507e,05ad071b550b1cf2815e8bf3bec3291f,4,,bom em todos os aspectos,2017-05-20 00:00:00,2017-05-23 10:43:03
a85be88fe0344d5fde7ac7a89d7a3f85,df14f6645d1232e2c0e88fd8566e0a87,5,,,2018-01-16 00:00:00,2018-01-23 00:42:26
25bcaf0f4b36906d045ef18cef5aff7e,ffd7f21b9b4ea30d3536d4cadd19fa42,4,,,2018-06-06 00:00:00,2018-06-07 02:01:20
e5a35475f7efa7f6abac5febba3fb464,7dd12269fb63d70af90a488dc5e90876,5,,Até hoje estou satisfeito com a sbmarino,2018-04-17 00:00:00,2018-04-19 20:58:25
1d48440f56a4f15d77636aa8fb5ffa91,53007e0777fa3fb5e536c05a83b50198,4,,,2018-04-24 00:00:00,2018-04-24 19:42:22
35fabb1fcea11c86ba6dbe8280d8d0de,31c2a4ddeb6a9db03922009a2dfcb254,3,,,2017-11-04 00:00:00,2017-11-05 01:28:10
5e20ad4da852f44644a83c56fc8cf40c,ffde92ba447b33a47d1c04d203f10f41,5,,,2017-12-06 00:00:00,2017-12-06 21:30:08
c1e58877b092e29f93d7c069903b2281,4b219c12fdb241d6c04908f66f8133bd,5,,,2017-07-27 00:00:00,2017-07-28 10:54:02
49f6f0bbf53f6d961deefc4d2fb0a6cd,4b9d1bbbeed0481ecc124c66e355896f,5,,Chegou antes do prazo é a cabeceira é linda.,2018-03-07 00:00:00,2018-03-07 18:12:58
d0d5bd829045a78ca12fc12bdcd99fce,a5e7e590a77dc838c0311d33e0c88abb,4,,,2018-07-03 00:00:00,2018-07-04 17:42:43
7c43af1205ff01c2b95065b2b02b3343,bc8f3e9818eb33025b36bc379eebc6e8,3,,"Houve alguma confusão entre vendedor e o stark, pois recebi um email do stark pedindo o cancelamento do produto por algum imprevisto na entrega; neguei e recebi o produto dias depois.",2017-06-09 00:00:00,2017-06-12 11:07:41
c25f2dc8ab33facf7a72f76c8a47d75a,613664f2d7289e4a0898d9bfeb426db0,5,,Atendimento excelente,2018-01-05 00:00:00,2018-01-08 21:16:45
fa82e03e20dd362ebe83572fc81398c7,52ef81c49a349b1162a7bd4a8c2034e4,4,,Gostei ,2017-05-03 00:00:00,2017-05-04 11:50:29
5c8c7331ba6324416bdfecdb7f3e4255,1da63677fa1ab2793e98f11327b5756a,5,,,2018-02-23 00:00:00,2018-02-23 20:10:06
2319bec0c9468e54107a857ba7cd52f7,7ddace81184c314bfaf0e0632b130f8f,5,,,2018-03-19 00:00:00,2018-03-19 22:08:10
7e6becdbaed9bd20e60602d1f8c2b4f9,acf6e912a8db79e50ddd2fe14628e89c,1,,,2018-08-15 00:00:00,2018-08-15 21:08:00
8eaebf463e205cdcc126801ca343a33f,7977e307a9ea263c2cef8cdc9ccbbe26,2,,comprei o produto na cor preta e chegou na cor vermelha.,2017-04-11 00:00:00,2017-04-12 11:14:41
479fa222f376edce817d980030a0f493,a9a6fd3ca2e803548ec0685c9261a4e2,5,,,2018-08-21 00:00:00,2018-08-21 18:08:12
572ffee0005ca2a59bf5be1b0c503c23,dcccbd535ac6be4884373971fe2cf444,4,,,2018-02-16 00:00:00,2018-02-17 11:38:43
4ce5d5e8fb0dd288ae6db8af3b2214ab,16ee199eae699a717d29b7135597f94f,4,,,2018-04-18 00:00:00,2018-04-21 22:07:16
81648dc10c6e3f763cdc0dbcd073d055,6e7e891760708803a2f4203981f2d69d,1,,,2017-03-19 00:00:00,2017-03-21 13:32:54
6d5cbd66b8b52a035e44276fdda28797,60ddc3cf31819e316702f9ede42e26c7,5,,"entrega rápida, produto conforme esperado",2017-04-20 00:00:00,2017-04-21 10:54:36
a3d308c5563d93a99c7896bf7ff94e80,a80aedf3acd66b4cd4f63901251af78f,4,," adorei o produto;; recebi antes do prazo combinado ,, ficou muito bonito",2017-05-10 00:00:00,2017-05-15 16:23:26
699b866b71b5ad31f1faa2b1ab4fe1a6,43150008aa4569cfef4be756bd7dbdd3,2,,"recebi sim mais com defeito os encaixes sao dois igual e nao fecham 
",2018-01-18 00:00:00,2018-01-24 10:19:28
f4f8e13b8168880f7b713dccfd735136,9fec962af24505f0b989965945c1fc64,5,,,2018-07-29 00:00:00,2018-07-29 20:50:15
34b00aebc110240a17917edaee0349ce,3b85cb67e49cb00b5c0a3d83592a1fc0,5,,,2018-06-05 00:00:00,2018-06-06 17:25:53
1ff86f2ca823caab2e02507d2633081d,69ffbfbfbabf0d4360c4deb0632b6f1a,1,,"Gostaria de saber quando chegará meu produto?
Pois já se passou a data prevista para entrega , gostaria de uma resposta estou aguardando!",2018-03-22 00:00:00,2018-03-25 23:32:00
a835f8e62dd58cf9c07678bdd7cfb935,793d395a896de12a846ed4f345bce550,2,,"comprei um produto para ser entregue por essa loja
e ainda não recebi
pois assim já se passou a data de entrega",2017-10-25 00:00:00,2017-10-25 23:30:36
0e5149ccee3f7414ba4d17c13f051259,fc9a5afd96050ceb0d9f12a4f8c5d9f0,1,,,2018-08-10 00:00:00,2018-08-12 21:45:01
bbb937e9c2b62a2205af03e8a7fed42b,0ba01684638233b0955369c3ccbdb414,2,,"comprei um relogio de presente de natal para meu filho e ate agora nao chegou. enviei mensagens e na ultima conversa o relogio chegaria ontem, porem nao recebi nada.",2018-01-06 00:00:00,2018-01-11 10:44:19
77ac6288ca3e09284cb264d6b0b4d7a2,0ad0006728103ff08cda112f7940bcd1,5,,só poderia entregar mais rápido fim de ano ,2017-12-29 00:00:00,2017-12-29 22:23:00
4276cb3d2b2519d9e1d714a9905c58e4,4879204a6b45d7ba10b3d703ba460778,5,,,2018-06-13 00:00:00,2018-06-13 22:16:22
6da81e382fb8dd05e3eee245da7d9f67,5c25baef0771109ddfe73e4c91f68cd4,3,,,2017-09-06 00:00:00,2017-09-07 02:05:01
dafd8ae6a06afff04e7a38a08caa4cf6,b26fad48211e9a54051ac561925ffa23,5,,,2018-08-23 00:00:00,2018-08-23 20:38:53
b297a6deb0afe6ada1c2b0fe0365de83,8b12069891e5fff6b77a312c835e3904,5,,Produto de ótima qualidade!! Chegou antes do tempo esperado. Amei <3,2018-02-10 00:00:00,2018-02-10 21:39:40
9789da30de867a89d9e05b5cd70372c1,53abe7c4aed1dfb3bf25e69723fd9a4d,1,,,2017-06-21 00:00:00,2017-06-23 19:11:32
1a04e92b8fa81f25ee670c02c1f15991,ab07b6c48672e9876b9f11c746d98d3e,5,,,2018-02-15 00:00:00,2018-02-19 14:09:18
8e373e7ef1e8482b14f5fc9eab320041,96a0411828c1774771b1c912e8dd813c,4,,,2018-06-12 00:00:00,2018-06-12 21:48:03
7dd163fe175817e9e57f965a4382ecab,c1387d81aa7018f9ecca06376610696d,4,Recomendo a todos. ,Boa compra.,2018-05-11 00:00:00,2018-05-11 20:47:49
9e96e374304db42a8aecd4a97d53cc1b,00f251b943aba645652c7138e4716fee,5,Super recomendado,Estou plenamente satisfeita com minha aquisição. E recomendo. A única coisa que não concordo é com o valor de frete. Autíssimo.,2018-08-21 00:00:00,2018-08-22 11:09:52
32cba2bc8e4b8a57f2063c108e2d6693,1abad641fc19ed94a5eefb34fecbfc0d,3,,Comprei 02 só enviaram 01,2017-10-28 00:00:00,2017-10-29 20:31:37
86b8f28757b213a5f9888c8f31f15dc5,8d48068c3ecbc21886a881562c96d7fa,2,,"parece que mantem bem o alimento sem murchar (batata palha) mas a tampa é estranha, parece que não fecha. e o inox da tampa é feio.",2017-09-20 00:00:00,2017-09-25 12:24:07
2afe3bd43d00fe8743d030db08906ac8,c77e3aa4caf8e752789d9b7ce1caf352,5,,,2018-03-15 00:00:00,2018-03-15 12:23:46
5bed105c6756af72c550e78d4e9bcba7,63c10abe3e4a1cfbeda3cdde88766893,1,,"Estou aguardando uma resposta até hoje, sobre os meus produtos, já foram pagos e ainda NÃO os recebi, foram 03 iguais e necessito falar com pessoas e NÃO máquina ou gravações.",2017-08-19 00:00:00,2017-08-20 16:42:11
a1a1644e07b2f6a2183e379b0a0084a4,0ec1e92bb5190cb24b2b414151894032,5,,,2018-06-22 00:00:00,2018-06-25 11:42:32
9be8656dd570c54e69aeb6439efe3c32,87c6169aae0c57897be7344931c2839e,5,,,2018-07-05 00:00:00,2018-07-06 00:14:18
63f31d7ca2f26a15d6dc7acae2effaaf,e4dd475ba157a8f4d4dd4f0b8e7c92b3,4,,,2017-09-19 00:00:00,2017-09-20 13:23:03
3dd514ea6f6f78b2bec94ca3e8a41038,c8190ec25152e9e725de81876f1b9125,5,,,2018-07-04 00:00:00,2018-07-05 02:31:33
c70f661829da37bccaeda6bcb6aed01e,e387920071d53124f3db7d7b1a42c257,5,,O pedido chegou antes do prazo. Obrigada.,2018-04-03 00:00:00,2018-04-04 16:59:27
25fda988dee00164bb85f0797965ba48,ff2fa4d5d45e92668ba2af1a45bfbe03,5,,,2017-12-15 00:00:00,2017-12-16 02:38:33
a099d25e117c98a5d7ae5b70119b7f32,e9e76f41dadb7c83d5f8dcbd2ca7473a,2,,Dentro do prazo porém poderiam agilizar como no meu outro produto que foi entregue em 2 dias.,2017-07-29 00:00:00,2017-08-02 18:29:53
b0122cb1623fa4d1e74e7ab9de549465,87cbf27ac970c7423f11157c2ef6ec26,5,,,2018-02-09 00:00:00,2018-02-09 19:42:47
294845299f875a2abb84852d4c5be77b,59463b9c36d6a23c7c054114382f6d33,5,,"Adorei! Pequeno, fácil de usar, não arranha apela e limpa a pele.. recomendo",2018-05-18 00:00:00,2018-05-21 11:33:57
da0e38f1e309050bbc68b200c2538188,8192fd7211b9eac71752e6c23361a422,5,,,2018-04-27 00:00:00,2018-04-27 23:05:04
94d950a41403f4a115ab713488ddb3cd,dcd9b00fff62919c208f9e424f8b2c13,5,,"Produto perfeito, chegou antes do prazo!",2018-01-30 00:00:00,2018-02-01 21:40:37
e9c0f57b4407df02dc7248e0c2acc520,18039c75b688e58760cca5b168b3b240,5,,,2018-02-09 00:00:00,2018-02-14 21:34:26
253662a4cd78b84ca6547d0359fe90f6,aeb81ccabe4f164a26e763cd5b07fd99,1,,No aguardo de um retorno urgente.,2018-04-15 00:00:00,2018-04-17 20:24:28
d1022bc36ae98c11c7479dedc36f837f,5982fca4536769e5024e12eb8b6f473c,5,,,2018-04-04 00:00:00,2018-04-05 12:32:55
681f83974b36c2f3b2dbb66b31c2d101,03bd6f7b95588e476cdef4abb2cfdd0d,4,,,2018-08-03 00:00:00,2018-08-04 09:52:20
3ddeab8903b5a44dc3fc4d34b3a476f3,ac5daeb29c4fe812e7e48753b886f6f1,5,,Exatamente o que eu precisava ,2017-07-20 00:00:00,2017-07-21 18:31:07
b61f36743e4a0515b72a09a6f347efc4,89f3db58a5290d65a2f5a8ac62089da4,3,,,2018-05-27 00:00:00,2018-05-29 20:31:24
a68b5b20f860f7904fd5486d3a2d5173,ac4b7ecdaaa68d5c37e626e9a1f49005,3,,,2018-05-25 00:00:00,2018-05-25 11:06:00
02458b01a713491f771cf60ad071ac3f,0d16648e64dc322e5a49d8c912d2b61e,5,,,2018-06-28 00:00:00,2018-06-30 15:09:02
8c8ec6ed4210b3d764d3dd3bbe9e87d9,13ab379ac762d840b29042681a1a6156,3,,Boa noite as lojas lannister são ótimas adoro o site hoje faço pouquíssima compra pelo frete abusivo infelizmente não compensa como antes mas precisamos comprar obrigada ,2018-08-15 00:00:00,2018-08-15 21:26:52
185ddd533ae43daef9e6e905f5bd0207,e7ffbd51295367d5f8a78ba036ac2b49,4,,Não veio a nota fiscal,2017-08-25 00:00:00,2017-08-28 02:40:58
7a845d0d61a2195360d6856d4f0bbaa8,efd5eba320d140f8659440d74a81fc90,5,super recomendo,"agradeço muito, pois recebi o produto correto conforme encontrado no site, a entrega foi super rápida. fiquei muito satisfeito e com certeza vou recomentar para os amigo.",2018-05-08 00:00:00,2018-05-10 19:24:17
9ee1b9577cf8288c192d2060101e1db4,23bd3ea8478099ea89638b5514a1198b,3,,A impressão está saindo com a tinta fraquinha...,2018-03-23 00:00:00,2018-03-25 06:47:42
a825b4cf675d670ee0b914688f751e0e,55e5ec213742bae19f2e36685d3aa5e9,5,,,2018-03-04 00:00:00,2018-03-05 00:52:31
b233702fef3215f3583cc73d0f7fc9c2,884c8bf4713eff2d1830882d96a8f90e,5,,,2018-05-19 00:00:00,2018-05-21 23:48:01
152ffa9780fe798c8e669cd233937853,d455a8b19923a717a1d1cfb67604e8c6,5,,Sempre entrega antes do prazo.,2017-05-01 00:00:00,2017-05-02 21:14:59
3171979b1a7f31c323c2807e85246b47,bf43328103299ae529116e4521e82191,3,,"Comprei uma cadeira, recebi no prazo, porém a cadeira veio quebrada na parte inferior. Poderiam ter um maior cuidado na embalagem.",2017-04-13 00:00:00,2017-04-17 22:18:19
0758521cb28cad3246d91cefedeb3795,c52a603ac74efb60aefc2f0e79d3a432,5,,,2017-02-11 00:00:00,2017-02-15 13:43:43
7d6499afc459f9db79dbf339e0164286,97352341e218f0089a070b1be89f47bf,5,,,2018-06-20 00:00:00,2018-06-21 00:24:01
3cb733daf0cbc6a4c3bb5f733cddca7f,aa31e416f67318939922854f9af2b087,5,recomendo a todos.otima.,,2018-08-16 00:00:00,2018-08-16 20:41:43
4cb1244eb3e77c0e12d932664e701c7a,90ec7e058a164b8dccce02591de2f99a,5,,Produto recebido no prazo e em perfeitas condições.,2017-03-07 00:00:00,2017-03-08 11:23:14
2a6e41926e180f124e93751a267af2a6,2866ad7dcb3cfdab34405a82b8a77215,5,,,2017-07-27 00:00:00,2017-08-08 10:40:04
560effdc2aaba0ed5d37ed8a98cc6af2,3ef6bcdda6193f8657168ba7e8b3e948,1,,"Recebi outra boneca, quero devolver e não consigo contato! Jamais compraria novamente dessa loja! ",2017-12-07 00:00:00,2017-12-11 23:48:29
9ce22b6350befec73bf15364d70588ab,1e36204fd8a2e695a35dd5e41cd392d8,5,,Muito bom. Já é o segundo objeto que compro e recebi sem problema nenhum ,2017-10-13 00:00:00,2017-10-16 22:58:12
