order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value
003a7f59d7e08a9c61d9e2881fe6459c,1,a4d286543a67e29c930c99cbd7a55a8f,b410bdd36d5db7a65dcd42b7ead933b8,2018-08-22 11:49:46,119.0,15.28
003d0634280ff3d1d3a54459349a6899,1,db886bd83f6a076a2caeb7fd02722c35,8e6d7754bc7e0f22c96d255ebda59eba,2018-03-22 18:08:43,220.0,8.89
003edccf16bc5ec447f592913b3df2b4,1,500870614ddcf5bd84f7d26861026c8a,ef506c96320abeedfb894c34db06f478,2018-07-12 10:15:21,14.0,50.85
004157daafa0bc8672e01f00e4f0c04f,1,8b5632d7a4f86bd2f1331355305427e6,624f4ece8da4aafb77699233d480f8ef,2017-05-25 13:25:15,189.0,33.91
00418a49a685c6bb60633291c3fab17a,1,5e21d5cab5d33e770d8150a4ee6117db,6560211a19b47992c3666cc44a7e94c0,2017-10-09 20:50:45,49.0,7.78
00471463a6106056c1a2a809f70de640,1,9df0e8a7eef2a38b74e6d5c0e224b11f,7c67e1448b00f6e969d365cea6b010ab,2017-10-03 22:46:14,179.99,85.97
0049edf42837aa808e03552a62bd2158,1,389d119b48cf3043d311335e499d9c6b,1f50f920176fa81dab994f9023523100,2018-01-05 12:48:10,49.9,17.6
004ca5ae248069d68e8594df8abf6ce0,1,cd71c76f5ab15f51f24fb214fc42d8ab,620c87c171fb2a6dd6e8bb4dec959fc6,2018-06-14 18:52:39,159.9,61.18
005059edee63c8c708ba61910793b31b,1,84f456958365164420cfc80fbe4c7fab,4a3ca9315b744ce9f8e9374361493884,2018-02-12 18:30:33,92.0,17.89
005059edee63c8c708ba61910793b31b,2,84f456958365164420cfc80fbe4c7fab,4a3ca9315b744ce9f8e9374361493884,2018-02-12 18:30:33,92.0,17.89
0055b77cca3186676c147f532dd2547b,1,d1c427060a0f73f6b889a5c7c61f2ac4,a1043bafd471dff536d0c462352beb48,2018-02-25 22:47:21,149.0,40.37
0064d74f7de7917d54768d7722ad56ac,1,fa11ecd35f999783e96ac500532d9d45,2e90cb1677d35cfe24eef47d441b7c87,2017-09-14 21:55:22,189.9,31.17
0067c6030d65af0ff98790158ddb0020,1,02ed3b595447e948efc3eac897e4df0e,640e21a7d01df7614a3b4923e990d40c,2018-05-03 21:52:36,40.35,13.71
00685d31ae12e47470ba5c18ba74f22c,1,71bdf1a4d18c3cd68f108547f0b4cd1c,6fc26fe110feebd80a433e1f012a84f9,2017-08-31 21:55:16,59.0,16.17
0068fb0e223115e911d362627e8b8800,1,e53e557d5a159f5aa2c5e995dfdf244b,88460e8ebdecbfecb5f9601833981930,2018-07-31 02:50:11,77.9,13.89
006c42f310102c1910b3c5793ce5fc34,1,b20004b530789d5db586f589da0ef3e3,afa6714acee029b2dfdf357e5579cc03,2018-08-08 16:24:34,229.99,20.8
006dd93155bc2abd844cc5eed3a0fe7f,1,1ec486885049bbb9b79351d150ed18c4,cab85505710c7cb9b720bceb52b01cee,2017-12-07 01:29:28,49.9,7.78
006df90050498994d670b40da4651d22,1,85d619318aa201aca57171aabeed0048,cea729054f157f5870bdd321a958d994,2018-08-16 14:15:12,14.0,7.39
006e43460a55bc60c0a437521e426529,1,08574b074924071f4e201e151b152b4e,001cca7ae9ae17fb1caed9dfb1094831,2017-05-17 01:30:22,99.0,43.06
007c7cb12ef3567531307ca78d395758,1,15c30c08ae39469fbf52befff9569adb,7e93a43ef30c4f03f38b393420bc753a,2018-02-26 11:47:38,179.0,16.0
0081ab2c99dc85945c28926b77dc6960,1,e1c0a39b7f806727ea5121c60035ed3c,96493fab2fbb13a14d0c0e8772eef5c3,2018-02-20 23:31:20,269.0,10.7
008819c6d5f6da6fa5cd9d50ca927cf4,1,57f2bc497c1a3ebe41ba7a06d78ed159,6560211a19b47992c3666cc44a7e94c0,2018-08-06 21:50:11,55.0,7.65
00891ba5de66f55000ee358ceea9b345,1,eb8dbe7d2dd22ab3547925e49a78feb3,218d46b86c1881d022bce9c68a7d4b15,2017-05-19 17:35:15,133.0,16.69
008990da719764fb392914d8ab53ad04,1,a8115d34a4b7b74388da609692162c37,85d9eb9ddc5d00ca9336a2219c97bb13,2018-06-01 19:37:41,35.9,18.23
008a1b3db2a8bf63418c2cf7c7f494b1,1,5b3aa845bba5aa7ba1216e36ae882cfa,8b28d096634035667e8263d57ba3368c,2018-04-06 09:48:39,14.89,18.23
008a40c2b8b21893e04945ce58854b55,1,016711f78a6a87696645db0a6a834826,a5cba26a62b8b4d0145b68b841e62e7f,2018-05-04 20:54:23,99.0,13.0
008ce8764db2e397e153000e017475b6,1,52a8061c8e8e8cea30b41344aac26431,2e1c9f22be269ef4643f826c9e650a52,2018-05-22 20:57:50,43.49,27.39
008f831b7185cff7ab35a46c37d64cd2,1,23f91e3d76be3938bfad0ff292392502,1690cada046eb7e92c12f98b1f8a8167,2018-07-03 11:50:14,249.0,37.09
0091a677651feaf5a08d7bb147681e14,1,bf06a69bb27c58156391de458700f3e7,6560211a19b47992c3666cc44a7e94c0,2018-08-28 13:44:42,38.0,7.53
00921e4911895b93c7b4fc0d80c0815e,1,cbecf0dca7a42c56c9ad9e20c74af1fd,688756f717c462a206ad854c5027a64a,2018-06-19 14:17:26,85.0,11.62
0094bd07f49fed90209ffa62d1ef26d6,1,d64e758afad411049a45e42c9a259241,5670f4db5b62c43d542e1b2d56b0cf7c,2018-05-09 04:12:53,11.53,7.39
0094d4660e323945f84f5c29eb348aae,1,b596e2d70dd2f5fb5ff9ee2a1c803e5b,46dc3b2cc0980fb8ec44634e21d2718e,2018-01-30 22:14:25,269.99,39.41
0094dc9ea7e3cd54d95aea42685673ff,1,464383c22e65860826cf78650fe0f4e4,16090f2ca825584b5a147ab24aa30c86,2017-03-15 21:55:31,89.99,14.8
00995d799817ecc3bd2abd8fbe59c430,1,f3b8bfa5b86249e75e5c0632acc0e82e,620c87c171fb2a6dd6e8bb4dec959fc6,2018-08-01 11:45:13,49.9,12.92
00998f38df3012359ef195ca75ebb329,1,595fac2a385ac33a80bd5114aec74eb8,ef0ace09169ac090589d85746e3e036f,2018-05-17 12:17:02,119.9,23.34
009ac365164f8e06f59d18a08045f6c4,1,35557c68a22ecebcf066e25ca2ddc144,f8db351d8c4c4c22c6835c19a46f01b0,2017-11-29 00:11:24,16.9,15.1
009c278fa2ed6e7ec498200b60193ca8,1,1629b469d01aadb4f92644039ad17d5c,ea8482cd71df3c1969d7b9473ff13abc,2018-01-17 13:10:34,29.99,15.1
009e11afa25aa95ae78e60a793995c9b,1,519f3a4ea67cdce4923fbc76badd6bd2,582d4f8675b945722eda7c0cb61ba4c7,2017-10-26 00:15:00,30.99,34.15
00a4d94df1c9757661679b2f4bd6d311,1,64d67d69ec57113ff99bbaab62ac1c53,634964b17796e64304cadf1ad3050fb7,2018-05-04 03:30:26,37.9,21.43
00a57dfbb049fbaae10763e2cf15f797,1,56cdfe67fbda57c1dcc752f5f361f981,1c68394e931a64f90ea236c5ea590300,2018-07-26 03:25:11,89.9,22.56
00a57dfbb049fbaae10763e2cf15f797,2,56cdfe67fbda57c1dcc752f5f361f981,1c68394e931a64f90ea236c5ea590300,2018-07-26 03:25:11,89.9,22.56
00a57dfbb049fbaae10763e2cf15f797,3,56cdfe67fbda57c1dcc752f5f361f981,1c68394e931a64f90ea236c5ea590300,2018-07-26 03:25:11,89.9,22.56
00a690becda145533fa5a54daa7b6ad5,1,c2ece64199af7a53793ed9612a89a8cd,6c7d50c24b3ccd2fd83b44d8bb34e073,2018-04-12 22:09:40,88.34,29.08
00ab1aba567dfebdc39caa4e7ca2f1b2,1,fcf64c72035fc6f17660bae96c933ffb,8444e55c1f13cd5c179851e5ca5ebd00,2017-09-08 14:15:16,35.9,12.48
00ae7a8b4936674ebb701d4a23719a79,1,66f09a6de4f2ef63aaf5349b60a0e0c0,bf0d50a6410d487dc97d2baac0a8c0be,2018-05-15 15:51:32,27.9,9.26
00af53fdc2002f5b6a8f16db648e003b,1,c6336fa91fbd87c359e44f5dca5a90ed,4c2b230173bb36f9b240f2b8ac11786e,2017-06-26 15:15:17,39.9,11.85
00b1861aeb89afa498404c684148a619,1,7e8067e7e5ce7aec0e2cb7c1a456d112,0691148aee60ca47977c187804f935ae,2018-08-14 08:30:14,25.79,23.33
00b1861aeb89afa498404c684148a619,2,7e8067e7e5ce7aec0e2cb7c1a456d112,0691148aee60ca47977c187804f935ae,2018-08-14 08:30:14,25.79,23.33
00b30bb163474583c14db1689259cf4d,1,3552627a68384dc559f0fd4cce173269,3c487ae8f8d7542beff5788e2e0aea83,2018-02-06 14:13:31,189.9,26.61
00b402e8a76d3da83714c52d3977cc2d,1,72d6074ef5c81ec3102b3f2a052c5f49,edb1ef5e36e0c8cd84eb3c9b003e486d,2018-01-05 18:11:33,139.65,26.26
00b47ee856118583dbec7d1f9b18d847,1,0e40b1ed4cfd3da1962ec91913e54ba8,8b321bb669392f5163d04c59e235e066,2018-03-30 20:10:20,13.65,15.23
00ba57ae98928df6ba6ec9d3d8d4b1b7,1,69455f41626a745aea9ee9164cb9eafd,bce6a5ecf98e99fd2a8868b15c51f04b,2018-07-25 22:20:45,130.0,19.01
00bcee890eba57a9767c7b5ca12d3a1b,1,6c90c0f6c2d89eb816b9e205b9d6a36a,3bb548e3cb7f70f28e3f11ee9dce0e59,2017-07-26 21:05:07,165.5,15.8
00bcee890eba57a9767c7b5ca12d3a1b,2,b7d94dc0640c7025dc8e3b46b52d8239,9c0e69c7bf2619675bbadf47b43f655a,2017-07-26 21:05:07,175.91,52.69
00bcee890eba57a9767c7b5ca12d3a1b,3,d143bf43abb18593fa8ed20cc990ae84,3bb548e3cb7f70f28e3f11ee9dce0e59,2017-07-26 21:05:07,165.5,15.8
00bcee890eba57a9767c7b5ca12d3a1b,4,55939df5d8d2b853fbc532bf8a00dc32,3bb548e3cb7f70f28e3f11ee9dce0e59,2017-07-26 21:05:07,165.5,15.8
00bd50cdd31bd22e9081e6e2d5b3577b,1,e70f7c188cd2c0f01a1f6b35411cc481,6560211a19b47992c3666cc44a7e94c0,2018-01-19 09:56:33,78.0,7.8
00bdebefeb760588a3425fad9dfed3d9,1,cdc9d87e17ccf98f35634e6c3b77073e,4d6d651bd7684af3fffabd5f08d12e5a,2018-03-14 16:30:02,119.8,20.18
00c2335723b9b74668062e946dc66621,1,b944aabf1fc45c01599ee96c7f4d533e,128639473a139ac0f3e5f5ade55873a5,2018-01-09 04:28:51,18.9,12.48
00c47cfa491ef55779ec7557673087fc,1,e62d582ddb7630168d7227ca1f9edbd2,1c56ffe0e9dea2657fc6e95b53f40b13,2018-07-27 13:31:22,59.0,13.07
00c62d05602c1ca8164b98746d127fa8,1,8e7a3ee016b12c87b5e3e7e717620758,955fee9216a65b617aa5c0531780ce60,2018-06-13 04:52:02,110.0,18.35
00c842d0ae6462afc1d38fc055b02c75,1,368c6c730842d78016ad823897a372db,1f50f920176fa81dab994f9023523100,2017-11-14 17:55:27,59.9,17.67
00ce92d57f4f9a112bdb8a2a283e5f97,1,d1c427060a0f73f6b889a5c7c61f2ac4,a1043bafd471dff536d0c462352beb48,2018-02-05 16:52:46,149.0,40.37
00d15ff0236872686e4899ed1ce680ad,1,702a14f9c5a93130c3346c4de901d864,55029529919c0123526150bd26ca8f20,2018-08-15 03:55:11,57.95,22.34
00d29386638bbfd1331a2cd7ab91b5b5,1,5fb8e63ae576fbfbd243c50c5ce74050,ea8482cd71df3c1969d7b9473ff13abc,2017-10-02 18:06:01,20.99,11.85
00d88c00221ce96a1cfcaca9f2fceb3b,1,7814c273ab16783d73a9863ebfa8b141,1025f0e2d44d7041d6cf58b6550e0bfa,2018-03-15 23:15:29,250.0,97.56
00e6786fee8f476835c151a4d3fa9bf1,1,76d1a1a9d21ab677a61c3ae34b1b352f,c826c40d7b19f62a09e2d7c5e7295ee2,2018-03-15 01:31:04,159.77,16.0
00f1bb0af030935db1745ee28367ea26,1,677d8ace413e0060fa8686cde56eaf10,4869f7a5dfa277a7dca6462dcf3b52b2,2018-08-08 23:31:34,268.9,19.98
00f251b943aba645652c7138e4716fee,1,35afc973633aaeb6b877ff57b2793310,4a3ca9315b744ce9f8e9374361493884,2018-08-15 11:44:26,77.9,23.35
00f324f6ec332cd73ef8be4888573662,1,2a2d22ae30e026f1893083c8405ca522,1a3df491d1c4f1589fc2b934ada68bf2,2017-07-09 22:03:39,134.9,21.43
00f7c5b41250e0126ced62d612ff4711,1,583f158587cdecda3e8bdea694021e39,955fee9216a65b617aa5c0531780ce60,2018-01-18 02:35:28,45.0,35.67
00faa6afcde74aaa630e1d2fda2bb0f7,1,e583bb5fa3cb1e876a6ea48f21dfef34,7d7866a99a8656a42c7ff6352a433410,2018-08-09 02:45:18,22.5,18.26
00fc308dd7f0937682698becaa9dcc45,1,940d38f0ef286bd93612fcdc91dd38ed,53e4c6e0f4312d4d2107a8c9cddf45cd,2018-08-23 20:10:12,85.71,18.4
00fcf938cde49ae138942b632ed62393,1,54d9ac713e253fa1fae9c8003b011c2a,955fee9216a65b617aa5c0531780ce60,2018-01-18 02:38:41,29.5,20.84
010078e0913f48d014483bd856c01ca1,1,96f608a5fe010cb34dc25baee3274444,6fd52c528dcb38be2eea044946b811f8,2017-12-12 15:14:15,49.89,8.72
010ab3b1993057e91f825c672375a66d,1,315affd5901833621c947264eb9f2588,fa1c13f2614d7b5c4749cbc52fecda94,2017-02-25 08:19:21,139.9,15.15
010f223ddbec749e95ef3f5414f9c4ee,1,24e8c79f39c68fbdbd57a5813ae72b94,4869f7a5dfa277a7dca6462dcf3b52b2,2018-06-13 20:31:51,79.0,18.43
010ff1cfe12f3094577e72b7bcecdf98,1,3fe46d73f7527ad59e36c21c3e783041,e06f09ec0a4aca210779cf1cfc63cf19,2017-10-30 00:14:21,249.0,13.24
0114835d7f0b3f674b70a989411e31c1,1,dbd55362ec13c706503b1c71a5068a1a,e24fc9fcd865784fb25705606fe3dfe7,2017-09-08 02:30:17,102.0,10.13
01156b662f3f47b249b5a8881d205f08,1,6a8631b72a2f8729b91514db87e771c0,128639473a139ac0f3e5f5ade55873a5,2017-09-19 20:50:11,27.9,15.1
0119e98feb97441cb456c010c25b04ff,1,f5cb4f19ca215fb34aef190918d45f46,0d83f8e03188682112cc0d93523705cc,2018-01-26 14:54:20,88.9,16.06
012248555cb0bf51df99199cef81d562,1,aa8d88eb4b9cb38894e33fa624c4287f,6560211a19b47992c3666cc44a7e94c0,2018-02-07 17:52:56,55.0,15.83
01235dc626dcf13283207ba7f36a959a,1,176faef125e3675b4eeaa6083ada61e1,855668e0971d4dfd7bef1b6a4133b41b,2018-08-06 02:50:16,25.99,5.31
01235dc626dcf13283207ba7f36a959a,2,10dae91e0aba95747e90280edeffe883,855668e0971d4dfd7bef1b6a4133b41b,2018-08-06 02:50:16,25.99,9.57
01237c761ffb72594a466ed514518af0,1,629e019a6f298a83aeecc7877964f935,c003204e1ab016dfa150abc119207b24,2018-07-09 23:20:59,107.9,18.56
0124e0c5bfae1979838a91e47df53f14,1,0bcc3eeca39e1064258aa1e932269894,1f50f920176fa81dab994f9023523100,2018-02-14 16:31:36,49.9,12.48
012670c73246a753cbde0a215c2b9e8f,1,93c902b021a9e594f658ab1b0351602a,2e90cb1677d35cfe24eef47d441b7c87,2018-03-08 19:15:26,97.9,16.94
012a238ab54294a3b365812ccc82b135,1,07c055536ebf10dfbb6c6db6dbfc36e5,cca3071e3e9bb7d12640c9fbe2301306,2017-09-21 18:35:10,45.9,12.65
012a238ab54294a3b365812ccc82b135,2,741a31499a578979be85db7f80139e62,cca3071e3e9bb7d12640c9fbe2301306,2017-09-21 18:35:10,45.9,12.71
012a238ab54294a3b365812ccc82b135,3,8338cef8355d238f43711dcb9c0657b2,cca3071e3e9bb7d12640c9fbe2301306,2017-09-21 18:35:10,45.9,12.71
012eab2625c5f8aaac6f37f2c19ef62f,1,5c699beec1e114bd15b35cf8d01ec6b5,4a3ccda38b2129705f3fb522db62ca31,2017-11-09 00:50:19,81.9,15.32
0132d77609dd6e1867515ec57d898c10,1,cdd68c0ef3e507db79631336cf9ec285,1025f0e2d44d7041d6cf58b6550e0bfa,2017-10-04 01:28:14,78.0,21.35
0132fef017ccf586491ca3685de667df,1,d04857e7b4b708ee8b8b9921163edba3,9f505651f4a6abe901a56cdc21508025,2018-06-14 09:11:16,67.99,8.88
0135675503322d804abef7ec5ed4824b,1,5c6a3e484e7aebf406c2045718dea406,01fdefa7697d26ad920e9e0346d4bd1b,2017-10-26 19:35:26,104.99,17.98
01442602b15d4127a84ca6ac1507ee2d,1,d7cdea99e6f50310c242d02f16f1f63c,966cb4760537b1404caedd472cc610a5,2018-08-01 14:25:12,504.0,19.72
01443cd06ea8bce82c554a46f307459f,1,f77dd338d9f75229a09cbb9a18fd0c9a,1c129092bf23f28a5930387c980c0dfc,2018-01-10 14:32:12,25.0,14.1
014872cb0c4fc7695c70484966baa65c,1,f9471562478eba8761bc985b968a0092,3785b653b1b82de85ab47dd139938091,2018-03-19 04:28:31,54.9,23.31
014872cb0c4fc7695c70484966baa65c,2,f9471562478eba8761bc985b968a0092,3785b653b1b82de85ab47dd139938091,2018-03-19 04:28:31,54.9,23.31
014872cb0c4fc7695c70484966baa65c,3,f9471562478eba8761bc985b968a0092,3785b653b1b82de85ab47dd139938091,2018-03-19 04:28:31,54.9,23.31
014872cb0c4fc7695c70484966baa65c,4,f9471562478eba8761bc985b968a0092,3785b653b1b82de85ab47dd139938091,2018-03-19 04:28:31,54.9,23.31
0148d3df00cebda592d4e5f966e300cc,1,ed08ea04c92f5f434c2362f7310fb328,0adac9fbd9a2b63cccaac4f8756c1ca8,2017-08-24 19:24:32,5.53,11.85
0148d3df00cebda592d4e5f966e300cc,2,ed08ea04c92f5f434c2362f7310fb328,0adac9fbd9a2b63cccaac4f8756c1ca8,2017-08-24 19:24:32,5.53,11.85
0148d3df00cebda592d4e5f966e300cc,3,ed08ea04c92f5f434c2362f7310fb328,0adac9fbd9a2b63cccaac4f8756c1ca8,2017-08-24 19:24:32,5.53,11.85
0148d3df00cebda592d4e5f966e300cc,4,ed08ea04c92f5f434c2362f7310fb328,0adac9fbd9a2b63cccaac4f8756c1ca8,2017-08-24 19:24:32,5.53,11.85
0148d3df00cebda592d4e5f966e300cc,5,ed08ea04c92f5f434c2362f7310fb328,0adac9fbd9a2b63cccaac4f8756c1ca8,2017-08-24 19:24:32,5.53,11.85
0149c597dcc0963d7315f904495b631c,1,b0ed7fe63babb3e705115f53fa74b20c,dbd66278cbfe1aa1000f90a217ca4695,2018-05-03 03:15:13,29.0,8.88
01500f2503fa84279982d9d87750021a,1,cdc4af478fef19f03f1d0353c00271cd,3d871de0142ce09b7081e2b9d1733cb1,2017-09-14 20:10:20,19.9,12.69
015975a1ff4fdab8ae6f42eaaffd39fb,1,5411e9269501a870cabf632f05655131,3d871de0142ce09b7081e2b9d1733cb1,2018-01-18 21:10:52,129.0,38.45
0159b449009b3f8748ed7c56e9d84afe,1,83b23a333b811855258c5ec9431f6d3e,1da3aeb70d7989d1e6d9b0e887f97c23,2018-01-04 13:49:27,16.0,7.78
015dd4d6681d1d15c0afebef64a0a092,1,6ed0ed10d62b45f3de46933b0b2989a6,c6bda72e4dbf5c5866b13cb1810c6d03,2017-11-13 21:51:25,109.9,11.97
01633cfec0376ac9f2606e271ede5574,1,f0af7ec9760e53f21277444f32ee3308,cca3071e3e9bb7d12640c9fbe2301306,2017-03-01 12:10:14,99.9,24.9
0166ae6ff6d450bbac3eb4ed2885c0f8,1,6fc983af1a5229efebcc40ab26d6226c,b499c00f28f4b7069ff6550af8c1348a,2018-06-27 14:00:04,79.99,9.76
0168a7f186c1f066748d15d8c51f489a,1,521a361808bedd9fffb32181e501e09b,5b179e9e8cc7ab6fd113a46ca584da81,2017-05-22 03:25:21,149.9,8.3
016dee69b3de35a39bfccee5309307c3,1,68bfdbfe84f03af17733b10362f10020,827f8f69dfa529c561901c4f2e0f332f,2017-01-18 16:35:59,45.0,17.19
016e4acfc34b9f2abc69795f47c92f0e,1,b1cbf530dc2a793ced8e0768ffcce501,1ca7077d890b907f89be8c954a02686a,2017-09-21 14:10:19,45.0,7.78
016fbc333d66b414be541c6159576c40,1,b0cd550945da1de6eb9cb69595d540df,6b243f80ed07b10f0e8aa0f21a205f3c,2018-06-07 18:30:42,84.9,18.52
0171ca1dc94d8ebde8bbd3b686f44c41,1,b3145c36d221143053908beb4564bad9,79ebd9a61bac3eaf882805ed4ecfa12a,2018-05-04 20:10:48,64.9,19.42
0173e291db71c3e688829f7f03e2d34a,1,f71f42e2381752836563b70beb542f80,85d9eb9ddc5d00ca9336a2219c97bb13,2017-07-13 02:05:22,31.9,16.79
0182f6cbb4fb10918a76485fc92d7c49,1,7272a36ac93b0f214500840025f04a73,79ebd9a61bac3eaf882805ed4ecfa12a,2017-12-04 03:23:36,14.9,15.1
0188ca1fe398161f0f310fec985ac155,1,6ed58ce8373b3d0c7704df9daf21e4d8,5b2e94f2c22b39ccc24d34ad0f669672,2018-07-05 02:52:29,66.0,43.4
018cb6a10649393055c272ba2984e8bb,1,3c949f7dabf571691248f935a0063fbd,ececbfcff9804a2d6b40f589df8eef2b,2018-04-09 18:49:48,56.8,18.28
0194686a55eb0a869321fb107f4d114a,1,34194988e78bc60417003c8a235b8083,dc64d75cc406bb0697be983831430e60,2018-05-29 02:15:30,195.0,14.49
01946da9e2db8bab61d79296c037ee1f,1,93c902b021a9e594f658ab1b0351602a,2e90cb1677d35cfe24eef47d441b7c87,2018-01-11 18:06:39,97.9,16.94
019536ad39a0dea8bb75c00359a0386b,1,f646af315b0f3a597f69213537ca2199,3df020b72d3d44b3af9d110fa3940b65,2017-09-08 16:10:14,49.9,35.67
01978b8bae8292ffb4cee6abdf9b9089,1,7bcf2266b78ccc737b8f26f925d3c5d4,1464afc72f696af775557a821c2e253f,2017-12-18 03:57:24,42.9,15.1
019a242bea1553b3b7e12bc38cb57a23,1,5ce6a6914bbb228f4cb4ee93c1cd0d15,46dc3b2cc0980fb8ec44634e21d2718e,2017-11-07 04:06:21,349.99,18.53
019bdbaef5b5121c9b1811976aa510a5,1,eb6c2ecde53034fc9ec47741b3232c9d,1025f0e2d44d7041d6cf58b6550e0bfa,2018-05-16 03:30:51,35.0,19.32
019bdbaef5b5121c9b1811976aa510a5,2,eb6c2ecde53034fc9ec47741b3232c9d,1025f0e2d44d7041d6cf58b6550e0bfa,2018-05-16 03:30:51,35.0,19.32
019c4b64cf3d733807ef5bc8bcf6d123,1,53ea9da485f6aed8a6f03a85831fe021,7e93a43ef30c4f03f38b393420bc753a,2017-10-20 14:27:29,249.99,18.0
01a15ee6a1b9050e7678b72cb4c3b486,1,b0141fc41043ae23a16677f3a7e282b3,65febd49fd28ec955651299159b1f527,2018-06-21 15:31:50,139.99,58.11
01a26a995dcef1d58bdee5b8862c7a02,1,431d674f9a4fbd0957ecf6ba3fcb6899,53243585a1d6dc2643021fd1853d8905,2017-09-21 12:05:14,299.99,14.35
01a49649881d677e0c901ca0f6564382,1,f361fccba568fabe00db466f80626d1e,85d9eb9ddc5d00ca9336a2219c97bb13,2018-06-08 02:55:43,12.9,7.71
01af7745a283aeb0f0754495c4b51ac7,1,423a6644f0aa529e8828ff1f91003690,e59aa562b9f8076dd550fcddf0e73491,2018-03-07 11:14:38,465.0,34.69
01b1a7fdae9ad1837d6ab861705a1fa5,1,3fae92f8d0ebb3317991934a6d717c47,1900267e848ceeba8fa32d80c1a5f5a8,2017-06-02 16:02:58,49.99,16.17
01b1a7fdae9ad1837d6ab861705a1fa5,2,9b02b650be0a39d8590be7d35be443f9,ad273c9eb54ecb4532de4bf75bae9e4e,2017-06-02 16:02:58,59.0,10.68
01b241fa1421c8284e8c1029a503360f,1,368c6c730842d78016ad823897a372db,1f50f920176fa81dab994f9023523100,2017-12-06 00:25:28,59.0,17.66
01b2dd042de98a15b6a9a141bf71c344,1,b1551ef44e04265b510840b991b24b51,cac876b37d3abcd6bd76caca30277996,2018-03-16 17:10:45,79.9,15.41
01b37f50cf3098b3dd9d0450a188348c,1,11dcc970f7a5581e1bf777b6da3f7096,06579cb253ecd5a3a12a9e6eb6bf8f47,2018-07-03 02:15:53,68.9,18.28
01ba9a2e5dcc1568b55695106d677b0c,1,2629c2e1e3a0b360912763741f1bb7ef,0bf0150d5b9d60d9cd2906003332f085,2017-03-02 22:42:03,59.9,9.41
01ba9a2e5dcc1568b55695106d677b0c,2,2629c2e1e3a0b360912763741f1bb7ef,0bf0150d5b9d60d9cd2906003332f085,2017-03-02 22:42:03,59.9,9.41
01bbfee76e5e3f96f008c781c2c17bcf,1,28beefcab28e6a3b659bae1bf1cbe453,18a349e75d307f4b4cc646a691ed4216,2018-03-30 11:27:55,25.0,11.15
01be2f7ca246adb9112cb75096af2ee0,1,ad88641611c35ebd59ecda07a9f17099,c826c40d7b19f62a09e2d7c5e7295ee2,2018-02-16 18:08:13,157.77,14.85
01c0514b1f2a7375948323b959cc5682,1,1bef08f119466a85a83919d5b80facd3,d2374cbcbb3ca4ab1086534108cc3ab7,2017-08-02 20:50:19,15.9,16.79
01c1f3c10d2641a10cfd97ffaac0b3f5,1,10714d6a49c0af9ccdab2d806887c5f5,9616352088dcf83a7c06637f4ebf1c80,2017-12-06 22:18:02,59.9,35.74
01c391e962558d0793e8dd8f6bad0999,1,e95fb3a80ca294f39de925b6428f3a32,d2374cbcbb3ca4ab1086534108cc3ab7,2018-03-02 11:31:11,78.9,17.8
