timestamp,customer_state,category,price,is_late,review_score
2026-09-23T09:26:13,BA,watches_gifts,102.23,0,2
2026-09-23T09:26:13,SP,furniture_decor,108.11,1,2
2026-09-23T09:26:13,SP,sports_leisure,117.31,0,5
2026-09-23T09:26:13,SP,sports_leisure,33.27,0,5
2026-09-23T09:26:13,ES,bed_bath_table,117.24,0,4
2026-09-23T09:26:13,DF,sports_leisure,37.98,0,2
2026-09-23T09:26:13,BA,furniture_decor,88.39,0,2
2026-09-23T09:26:13,GO,watches_gifts,58.5,0,5
2026-09-23T09:26:13,SC,sports_leisure,37.92,0,3
2026-09-23T09:26:13,RJ,computers_accessories,50.61,0,2
2026-09-23T09:26:13,BA,computers_accessories,36.7,1,2
2026-09-23T09:26:13,RJ,bed_bath_table,58.95,0,5
2026-09-23T09:26:13,SC,sports_leisure,73.54,1,2
2026-09-23T09:26:13,SP,sports_leisure,113.82,0,2
2026-09-23T09:26:13,MG,bed_bath_table,22.81,0,2
2026-09-23T09:26:13,DF,watches_gifts,58.01,0,2
2026-09-23T09:26:13,SC,sports_leisure,53.91,0,5
2026-09-23T09:26:13,RJ,computers_accessories,89.9,0,3
2026-09-23T09:26:13,MG,computers_accessories,106.97,0,3
2026-09-23T09:26:13,PR,computers_accessories,58.09,1,1
2026-09-23T09:26:13,ES,computers_accessories,101.56,0,3
2026-09-23T09:26:14,ES,health_beauty,64.73,0,5
2026-09-23T09:26:14,PR,bed_bath_table,62.79,0,3
2026-09-23T09:26:14,GO,health_beauty,59.5,0,2
2026-09-23T09:26:14,GO,computers_accessories,51.49,0,4
2026-09-23T09:26:14,SC,computers_accessories,30.13,0,2
2026-09-23T09:26:14,BA,computers_accessories,16.66,0,3
2026-09-23T09:26:14,ES,watches_gifts,34.9,0,2
2026-09-23T09:26:14,ES,watches_gifts,104.2,0,5
2026-09-23T09:26:14,BA,sports_leisure,93.72,0,2
2026-09-23T09:26:14,GO,bed_bath_table,76.67,0,3
2026-09-23T09:26:14,RS,sports_leisure,18.83,1,2
2026-09-23T09:26:14,SC,furniture_decor,49.6,0,5
2026-09-23T09:26:14,PR,watches_gifts,110.78,0,2
2026-09-23T09:26:14,ES,bed_bath_table,17.21,0,3
2026-09-23T09:26:14,BA,computers_accessories,81.63,0,2
2026-09-23T09:26:14,RJ,computers_accessories,87.18,0,5
2026-09-23T09:26:14,SC,computers_accessories,18.38,1,2
2026-09-23T09:26:14,GO,health_beauty,73.46,0,3
2026-09-23T09:26:14,PR,watches_gifts,43.77,0,2
2026-09-23T09:26:14,GO,watches_gifts,100.65,0,5
2026-09-23T09:26:14,SC,watches_gifts,107.08,0,2
2026-09-23T09:26:14,RJ,furniture_decor,45.48,1,2
2026-09-23T09:26:14,SC,bed_bath_table,33.45,1,1
2026-09-23T09:26:14,BA,computers_accessories,42.08,1,2
2026-09-23T09:26:14,BA,furniture_decor,23.31,1,2
2026-09-23T09:26:14,SP,computers_accessories,63.7,0,2
2026-09-23T09:26:14,SP,furniture_decor,84.1,1,2
2026-09-23T09:26:14,SC,health_beauty,20.51,0,2
2026-09-23T09:26:14,RS,sports_leisure,118.45,0,4
2026-09-23T09:26:14,SC,watches_gifts,15.62,0,2
2026-09-23T09:26:14,BA,computers_accessories,29.1,0,3
2026-09-23T09:26:14,RS,bed_bath_table,27.24,0,4
2026-09-23T09:26:14,ES,furniture_decor,77.01,0,4
2026-09-23T09:26:14,RJ,health_beauty,59.15,0,3
2026-09-23T09:26:14,RS,furniture_decor,99.83,0,5
2026-09-23T09:26:14,RS,watches_gifts,115.18,0,4
2026-09-23T09:26:14,DF,furniture_decor,79.71,0,4
2026-09-23T09:26:14,DF,health_beauty,17.79,0,3
2026-09-23T09:26:14,ES,watches_gifts,93.37,0,2
2026-09-23T09:26:14,RS,watches_gifts,46.21,0,5
2026-09-23T09:26:14,RS,sports_leisure,41.65,1,1
2026-09-23T09:26:14,ES,watches_gifts,103.63,0,2
2026-09-23T09:26:14,RS,sports_leisure,63.31,1,2
2026-09-23T09:26:15,ES,health_beauty,59.65,1,2
2026-09-23T09:26:15,ES,sports_leisure,48.73,0,4
2026-09-23T09:26:15,RJ,bed_bath_table,45.72,0,3
2026-09-23T09:26:15,DF,health_beauty,69.52,0,3
2026-09-23T09:26:15,GO,watches_gifts,113.16,0,5
2026-09-23T09:26:15,RJ,sports_leisure,111.96,0,5
2026-09-23T09:26:15,SC,furniture_decor,106.29,0,5
2026-09-23T09:26:15,DF,sports_leisure,34.85,0,2
2026-09-23T09:26:15,SC,watches_gifts,51.65,0,4
2026-09-23T09:26:15,RS,health_beauty,53.98,0,3
2026-09-23T09:26:15,RJ,health_beauty,51.88,0,5
2026-09-23T09:26:15,BA,health_beauty,62.69,0,3
2026-09-23T09:26:15,SC,health_beauty,112.5,1,2
2026-09-23T09:26:15,BA,furniture_decor,27.04,0,2
2026-09-23T09:26:15,RJ,watches_gifts,93.44,0,5
2026-09-23T09:26:15,BA,computers_accessories,77.92,0,4
2026-09-23T09:26:15,SP,computers_accessories,102.47,1,2
2026-09-23T09:26:15,MG,furniture_decor,23.24,0,4
2026-09-23T09:26:15,BA,health_beauty,101.56,0,3
2026-09-23T09:26:15,SP,health_beauty,105.28,0,3
2026-09-23T09:26:15,SC,computers_accessories,27.86,0,3
2026-09-23T09:26:15,ES,watches_gifts,90.15,0,5
2026-09-23T09:26:15,GO,computers_accessories,19.98,0,3
2026-09-23T09:26:15,RJ,computers_accessories,22.2,0,3
2026-09-23T09:26:15,RJ,health_beauty,92.12,0,2
2026-09-23T09:26:15,GO,furniture_decor,62.7,0,2
2026-09-23T09:26:15,GO,sports_leisure,24.36,0,5
2026-09-23T09:26:15,MG,bed_bath_table,105.13,1,2
2026-09-23T09:26:15,MG,computers_accessories,66.34,0,3
2026-09-23T09:26:15,SC,sports_leisure,39.2,0,3
2026-09-23T09:26:15,SP,computers_accessories,44.49,1,1
2026-09-23T09:26:15,GO,health_beauty,89.43,0,4
2026-09-23T09:26:15,ES,computers_accessories,116.68,0,3
2026-09-23T09:26:15,RJ,sports_leisure,109.92,0,3
2026-09-23T09:26:15,SP,computers_accessories,51.86,0,2
2026-09-23T09:26:15,SC,bed_bath_table,105.06,0,4
2026-09-23T09:26:15,RS,sports_leisure,49.31,0,3
2026-09-23T09:26:15,ES,computers_accessories,57.31,0,4
2026-09-23T09:26:15,MG,furniture_decor,73.97,0,3
2026-09-23T09:26:15,RJ,sports_leisure,95.12,0,4
2026-09-23T09:26:15,SC,computers_accessories,62.95,0,2
2026-09-23T09:26:15,DF,watches_gifts,24.73,0,4
2026-09-23T09:26:15,MG,watches_gifts,70.88,0,4
2026-09-23T09:26:15,RS,health_beauty,36.48,0,4
2026-09-23T09:26:15,SP,sports_leisure,47.39,0,5
2026-09-23T09:26:15,GO,furniture_decor,92.08,0,2
2026-09-23T09:26:15,RJ,health_beauty,117.11,0,2
2026-09-23T09:26:15,PR,watches_gifts,55.29,0,2
2026-09-23T09:26:16,RS,health_beauty,90.12,0,4
2026-09-23T09:26:16,RJ,furniture_decor,66.29,0,3
2026-09-23T09:26:16,SC,health_beauty,31.23,0,5
2026-09-23T09:26:16,DF,health_beauty,24.6,1,1
2026-09-23T09:26:16,SC,bed_bath_table,117.28,0,4
2026-09-23T09:26:16,SP,furniture_decor,117.25,0,5
2026-09-23T09:26:16,BA,watches_gifts,101.21,0,2
2026-09-23T09:26:16,BA,health_beauty,115.3,0,3
2026-09-23T09:26:16,GO,health_beauty,71.97,0,3
2026-09-23T09:26:16,DF,health_beauty,113.65,1,2
2026-09-23T09:26:16,DF,computers_accessories,87.65,0,3
2026-09-23T09:26:16,DF,health_beauty,55.51,0,2
2026-09-23T09:26:16,BA,computers_accessories,52.93,1,1
2026-09-23T09:26:16,DF,sports_leisure,61.97,0,3
2026-09-23T09:26:16,DF,watches_gifts,90.8,0,5
2026-09-23T09:26:16,RJ,health_beauty,95.61,0,3
2026-09-23T09:26:16,SC,bed_bath_table,97.38,0,5
2026-09-23T09:26:16,RJ,health_beauty,46.55,0,5
2026-09-23T09:26:16,DF,computers_accessories,98.53,1,2
2026-09-23T09:26:16,RJ,watches_gifts,65.29,0,2
2026-09-23T09:26:16,ES,furniture_decor,93.67,0,5
2026-09-23T09:26:16,SP,computers_accessories,33.68,0,3
2026-09-23T09:26:16,BA,sports_leisure,119.94,0,3
2026-09-23T09:26:16,BA,computers_accessories,95.11,0,5
2026-09-23T09:26:16,DF,furniture_decor,81.67,1,2
2026-09-23T09:26:16,PR,health_beauty,78.73,0,4
2026-09-23T09:26:16,RS,computers_accessories,47.65,0,2
2026-09-23T09:26:16,MG,sports_leisure,98.2,0,2
2026-09-23T09:26:16,RS,furniture_decor,31.47,1,2
2026-09-23T09:26:16,RS,computers_accessories,81.07,0,3
2026-09-23T09:26:16,BA,bed_bath_table,95.75,0,4
2026-09-23T09:26:16,DF,sports_leisure,88.07,0,4
2026-09-23T09:26:16,PR,sports_leisure,81.0,0,2
2026-09-23T09:26:16,RJ,sports_leisure,105.63,0,5
2026-09-23T09:26:17,RJ,sports_leisure,72.95,0,4
2026-09-23T09:26:17,PR,watches_gifts,23.46,0,5
2026-09-23T09:26:17,SC,bed_bath_table,65.34,0,2
2026-09-23T09:26:17,RJ,sports_leisure,21.68,0,4
2026-09-23T09:26:17,GO,furniture_decor,48.1,0,3
2026-09-23T09:26:17,MG,bed_bath_table,71.37,0,2
2026-09-23T09:26:17,GO,sports_leisure,72.74,0,3
2026-09-23T09:26:17,BA,bed_bath_table,19.24,0,2
2026-09-23T09:26:17,MG,sports_leisure,113.8,0,5
2026-09-23T09:26:17,PR,watches_gifts,80.54,0,5
2026-09-23T09:26:17,SP,computers_accessories,63.35,0,3
2026-09-23T09:26:17,GO,sports_leisure,117.83,0,3
2026-09-23T09:26:17,BA,watches_gifts,68.67,0,5
2026-09-23T09:26:17,MG,bed_bath_table,48.01,0,5
2026-09-23T09:26:17,DF,bed_bath_table,48.96,0,2
2026-09-23T09:26:17,GO,sports_leisure,91.28,0,3
2026-09-23T09:26:17,RS,computers_accessories,80.76,0,2
2026-09-23T09:26:17,GO,computers_accessories,88.26,0,3
2026-09-23T09:26:17,RS,health_beauty,107.98,0,4
2026-09-23T09:26:17,SC,furniture_decor,55.68,0,5
2026-09-23T09:26:17,BA,computers_accessories,53.06,0,5
2026-09-23T09:26:17,RJ,sports_leisure,62.96,0,2
2026-09-23T09:26:17,GO,sports_leisure,42.64,0,5
2026-09-23T09:26:17,DF,sports_leisure,40.07,0,2
2026-09-23T09:26:17,MG,watches_gifts,23.56,0,3
2026-09-23T09:26:17,DF,computers_accessories,100.63,0,4
2026-09-23T09:26:17,RS,watches_gifts,48.22,0,3
2026-09-23T09:26:17,SC,watches_gifts,72.2,0,4
2026-09-23T09:26:17,ES,bed_bath_table,96.52,0,5
2026-09-23T09:26:17,ES,bed_bath_table,105.6,0,3
2026-09-23T09:26:17,RJ,sports_leisure,103.32,0,2
2026-09-23T09:26:17,BA,computers_accessories,73.12,0,2
2026-09-23T09:26:17,BA,computers_accessories,28.45,1,1
2026-09-23T09:26:17,SP,computers_accessories,15.22,0,2
2026-09-23T09:26:17,RS,sports_leisure,102.09,1,2
2026-09-23T09:26:17,ES,bed_bath_table,118.73,0,4
2026-09-23T09:26:17,SP,furniture_decor,84.89,0,5
2026-09-23T09:26:17,DF,sports_leisure,47.19,0,3
2026-09-23T09:26:18,DF,watches_gifts,69.56,0,4
2026-09-23T09:26:18,GO,sports_leisure,61.24,0,4
2026-09-23T09:26:18,DF,health_beauty,102.07,1,2
2026-09-23T09:26:18,SC,health_beauty,15.02,1,2
2026-09-23T09:26:18,RJ,computers_accessories,93.07,0,4
2026-09-23T09:26:18,ES,sports_leisure,30.6,0,5
2026-09-23T09:26:18,SC,health_beauty,115.33,1,2
2026-09-23T09:26:18,BA,bed_bath_table,53.31,1,1
2026-09-23T09:26:18,MG,computers_accessories,39.37,1,2
2026-09-23T09:26:18,ES,furniture_decor,68.86,0,5
2026-09-23T09:26:18,GO,sports_leisure,49.55,0,5
2026-09-23T09:26:18,RS,watches_gifts,46.91,0,4
2026-09-23T09:26:18,RS,watches_gifts,90.92,0,4
2026-09-23T09:26:18,DF,health_beauty,103.32,0,4
2026-09-23T09:26:18,PR,health_beauty,67.63,0,4
2026-09-23T09:26:18,MG,computers_accessories,54.28,0,3
2026-09-23T09:26:18,GO,furniture_decor,33.65,0,5
2026-09-23T09:26:18,ES,computers_accessories,107.51,0,4
2026-09-23T09:26:18,RS,sports_leisure,59.64,1,1
2026-09-23T09:26:18,ES,sports_leisure,113.03,0,4
2026-09-23T09:26:18,BA,sports_leisure,95.26,1,1
2026-09-23T09:26:18,SP,furniture_decor,115.38,0,3
2026-09-23T09:26:18,SP,health_beauty,37.11,1,1
2026-09-23T09:26:18,RJ,watches_gifts,24.59,0,5
2026-09-23T09:26:18,GO,watches_gifts,81.72,0,5
2026-09-23T09:26:18,DF,health_beauty,29.89,1,1
2026-09-23T09:26:18,GO,furniture_decor,83.8,0,5
2026-09-23T09:26:18,RJ,health_beauty,91.4,0,5
2026-09-23T09:26:18,RS,computers_accessories,61.94,1,2
2026-09-23T09:26:18,PR,health_beauty,117.75,0,2
2026-09-23T09:26:18,DF,health_beauty,85.8,1,2
2026-09-23T09:26:18,PR,computers_accessories,22.11,0,3
2026-09-23T09:26:18,DF,bed_bath_table,75.84,0,4
2026-09-23T09:26:18,MG,computers_accessories,84.56,0,2
2026-09-23T09:26:18,SC,watches_gifts,43.04,0,5
2026-09-23T09:26:18,RS,furniture_decor,34.54,0,4
2026-09-23T09:26:18,PR,computers_accessories,33.61,0,4
2026-09-23T09:26:19,GO,furniture_decor,43.56,0,4
2026-09-23T09:26:19,SP,sports_leisure,88.82,1,2
2026-09-23T09:26:19,SC,sports_leisure,21.32,1,1
2026-09-23T09:26:19,ES,bed_bath_table,90.15,0,2
2026-09-23T09:26:19,GO,health_beauty,119.34,0,4
2026-09-23T09:26:19,PR,watches_gifts,17.25,0,2
2026-09-23T09:26:19,RS,watches_gifts,49.86,0,3
2026-09-23T09:26:19,ES,bed_bath_table,114.19,0,4
2026-09-23T09:26:19,RS,sports_leisure,73.27,0,4
2026-09-23T09:26:19,RS,bed_bath_table,51.84,0,5
2026-09-23T09:26:19,GO,watches_gifts,26.65,0,2
2026-09-23T09:26:19,GO,sports_leisure,60.41,0,3
2026-09-23T09:26:19,ES,computers_accessories,44.89,0,5
2026-09-23T09:26:19,RJ,furniture_decor,25.05,0,4
2026-09-23T09:26:19,RS,sports_leisure,66.63,0,4
2026-09-23T09:26:19,ES,computers_accessories,103.38,0,4
2026-09-23T09:26:19,DF,furniture_decor,76.48,0,3
2026-09-23T09:26:19,SP,computers_accessories,73.14,0,5
2026-09-23T09:26:19,BA,watches_gifts,56.05,0,3
2026-09-23T09:26:19,GO,watches_gifts,28.43,0,4
2026-09-23T09:26:19,RJ,health_beauty,116.75,1,2
2026-09-23T09:26:19,PR,health_beauty,110.53,0,4
2026-09-23T09:26:19,DF,computers_accessories,38.83,0,3
2026-09-23T09:26:19,RS,computers_accessories,86.17,0,4
2026-09-23T09:26:19,SC,computers_accessories,39.94,0,4
2026-09-23T09:26:19,SP,furniture_decor,43.31,1,2
2026-09-23T09:26:19,SC,furniture_decor,23.98,0,2
2026-09-23T09:26:19,MG,furniture_decor,21.27,0,5
2026-09-23T09:26:19,GO,bed_bath_table,51.62,0,2
2026-09-23T09:26:19,PR,health_beauty,74.13,0,5
2026-09-23T09:26:19,DF,watches_gifts,103.98,0,4
2026-09-23T09:26:19,RS,computers_accessories,44.82,0,4
2026-09-23T09:26:19,RS,health_beauty,45.19,0,3
2026-09-23T09:26:19,RS,computers_accessories,104.11,0,4
2026-09-23T09:26:19,SC,bed_bath_table,63.85,0,3
2026-09-23T09:26:19,SP,health_beauty,28.67,1,2
2026-09-23T09:26:19,SC,bed_bath_table,25.65,0,5
2026-09-23T09:26:19,RS,sports_leisure,83.81,0,3
2026-09-23T09:26:19,ES,bed_bath_table,96.85,0,5
2026-09-23T09:26:19,DF,furniture_decor,50.24,0,4
2026-09-23T09:26:19,SP,computers_accessories,105.1,1,1
2026-09-23T09:26:19,GO,sports_leisure,57.86,0,5
2026-09-23T09:26:19,GO,bed_bath_table,91.34,0,3
2026-09-23T09:26:19,GO,furniture_decor,108.73,1,2
2026-09-23T09:26:19,SC,bed_bath_table,93.89,0,4
2026-09-23T09:26:19,BA,watches_gifts,49.14,0,2
2026-09-23T09:26:20,PR,bed_bath_table,108.33,0,4
2026-09-23T09:26:20,RS,sports_leisure,15.78,0,5
2026-09-23T09:26:20,PR,watches_gifts,58.63,0,4
2026-09-23T09:26:20,SP,watches_gifts,99.69,0,3
2026-09-23T09:26:20,ES,bed_bath_table,87.49,0,5
2026-09-23T09:26:20,MG,furniture_decor,32.77,0,2
2026-09-23T09:26:20,GO,computers_accessories,101.43,0,2
2026-09-23T09:26:20,GO,sports_leisure,52.17,0,3
2026-09-23T09:26:20,RS,sports_leisure,73.43,0,2
2026-09-23T09:26:20,GO,furniture_decor,17.29,0,4
2026-09-23T09:26:20,MG,sports_leisure,106.09,0,2
2026-09-23T09:26:20,RJ,computers_accessories,36.43,0,5
2026-09-23T09:26:20,BA,bed_bath_table,26.77,0,4
2026-09-23T09:26:20,ES,computers_accessories,74.75,0,2
2026-09-23T09:26:20,SC,furniture_decor,74.62,0,3
2026-09-23T09:26:20,DF,bed_bath_table,74.57,0,2
2026-09-23T09:26:20,MG,health_beauty,49.26,0,4
2026-09-23T09:26:20,ES,health_beauty,35.11,0,4
2026-09-23T09:26:20,SC,health_beauty,108.58,0,3
2026-09-23T09:26:20,RJ,furniture_decor,85.75,1,1
2026-09-23T09:26:20,DF,computers_accessories,52.5,1,1
2026-09-23T09:26:20,GO,furniture_decor,40.3,1,1
2026-09-23T09:26:20,PR,bed_bath_table,26.58,0,3
2026-09-23T09:26:20,SC,computers_accessories,107.52,0,4
2026-09-23T09:26:20,SP,bed_bath_table,109.05,0,2
2026-09-23T09:26:20,ES,health_beauty,20.03,0,4
2026-09-23T09:26:20,RS,health_beauty,119.52,0,4
2026-09-23T09:26:20,BA,sports_leisure,56.95,0,2
2026-09-23T09:26:20,SP,sports_leisure,49.42,0,4
2026-09-23T09:26:20,RS,furniture_decor,100.28,0,4
2026-09-23T09:26:20,BA,sports_leisure,98.59,0,5
2026-09-23T09:26:20,SC,computers_accessories,89.89,0,5
2026-09-23T09:26:20,BA,bed_bath_table,81.88,0,4
2026-09-23T09:26:20,SP,watches_gifts,69.84,0,2
2026-09-23T09:26:20,GO,sports_leisure,58.51,1,2
2026-09-23T09:26:20,MG,furniture_decor,27.96,1,1
2026-09-23T09:26:20,DF,watches_gifts,90.4,0,4
2026-09-23T09:26:20,PR,health_beauty,19.25,0,2
2026-09-23T09:26:20,DF,furniture_decor,85.33,0,2
2026-09-23T09:26:20,BA,computers_accessories,99.98,0,2
2026-09-23T09:26:20,RJ,computers_accessories,47.26,0,3
2026-09-23T09:26:20,RJ,watches_gifts,25.98,0,5
2026-09-23T09:26:20,BA,sports_leisure,104.19,0,4
2026-09-23T09:26:20,RS,health_beauty,97.68,1,1
2026-09-23T09:26:20,RS,watches_gifts,40.2,0,2
2026-09-23T09:26:20,PR,sports_leisure,72.06,0,2
2026-09-23T09:26:20,SP,sports_leisure,45.17,0,3
2026-09-23T09:26:20,RJ,bed_bath_table,112.3,0,3
2026-09-23T09:26:20,GO,health_beauty,99.94,0,4
2026-09-23T09:26:20,SP,watches_gifts,77.02,0,4
2026-09-23T09:26:20,BA,computers_accessories,94.29,1,1
2026-09-23T09:26:20,ES,health_beauty,57.6,0,4
2026-09-23T09:26:20,PR,computers_accessories,110.33,0,3
2026-09-23T09:26:20,DF,furniture_decor,75.28,0,5
2026-09-23T09:26:20,BA,watches_gifts,19.85,0,3
2026-09-23T09:26:21,PR,furniture_decor,60.07,0,2
2026-09-23T09:26:21,PR,furniture_decor,93.16,0,4
2026-09-23T09:26:21,GO,computers_accessories,60.53,0,3
2026-09-23T09:26:21,SC,watches_gifts,116.12,0,4
2026-09-23T09:26:21,ES,watches_gifts,21.36,0,4
2026-09-23T09:26:21,SP,watches_gifts,81.28,0,2
2026-09-23T09:26:21,MG,watches_gifts,42.6,0,2
2026-09-23T09:26:21,BA,watches_gifts,81.44,0,5
2026-09-23T09:26:21,GO,watches_gifts,67.42,0,4
2026-09-23T09:26:21,PR,health_beauty,44.3,0,4
2026-09-23T09:26:21,ES,watches_gifts,19.0,0,5
2026-09-23T09:26:21,RJ,watches_gifts,96.9,0,3
2026-09-23T09:26:21,PR,watches_gifts,119.8,0,2
2026-09-23T09:26:21,ES,bed_bath_table,26.49,0,5
2026-09-23T09:26:21,BA,watches_gifts,71.83,0,4
2026-09-23T09:26:21,ES,sports_leisure,85.53,0,3
2026-09-23T09:26:21,ES,furniture_decor,94.37,0,4
2026-09-23T09:26:21,BA,watches_gifts,95.59,0,3
2026-09-23T09:26:21,DF,health_beauty,51.19,0,2
2026-09-23T09:26:21,RJ,sports_leisure,111.51,0,5
2026-09-23T09:26:21,PR,sports_leisure,41.82,0,4
2026-09-23T09:26:21,BA,computers_accessories,58.26,0,4
2026-09-23T09:26:21,SP,furniture_decor,76.68,0,3
2026-09-23T09:26:21,GO,health_beauty,63.62,0,4
2026-09-23T09:26:21,SP,bed_bath_table,44.15,0,3
2026-09-23T09:26:21,SP,watches_gifts,77.21,0,3
2026-09-23T09:26:21,ES,watches_gifts,86.95,0,5
2026-09-23T09:26:21,RS,watches_gifts,22.65,1,1
2026-09-23T09:26:21,ES,bed_bath_table,52.3,0,5
2026-09-23T09:26:21,MG,bed_bath_table,81.03,0,5
2026-09-23T09:26:21,SC,computers_accessories,39.24,0,2
2026-09-23T09:26:21,MG,health_beauty,112.85,1,2
2026-09-23T09:26:21,RS,sports_leisure,114.94,0,4
2026-09-23T09:26:21,PR,sports_leisure,96.29,1,2
2026-09-23T09:26:21,PR,watches_gifts,53.83,1,2
2026-09-23T09:26:21,RJ,computers_accessories,57.41,1,1
2026-09-23T09:26:21,RJ,furniture_decor,45.47,0,3
2026-09-23T09:26:21,DF,health_beauty,48.06,0,3
2026-09-23T09:26:21,GO,watches_gifts,82.64,0,3
2026-09-23T09:26:21,BA,bed_bath_table,118.01,0,2
2026-09-23T09:26:21,SC,sports_leisure,107.69,0,4
2026-09-23T09:26:21,ES,health_beauty,41.03,0,3
2026-09-23T09:26:21,SC,bed_bath_table,24.63,0,4
2026-09-23T09:26:21,RJ,furniture_decor,43.7,0,4
2026-09-23T09:26:21,SP,sports_leisure,89.59,0,4
2026-09-23T09:26:21,ES,bed_bath_table,17.32,0,2
2026-09-23T09:26:21,GO,health_beauty,119.97,0,2
2026-09-23T09:26:21,SC,computers_accessories,110.28,0,4
2026-09-23T09:26:22,SC,computers_accessories,69.51,0,5
2026-09-23T09:26:22,PR,health_beauty,46.57,0,3
2026-09-23T09:26:22,RS,watches_gifts,61.21,1,2
2026-09-23T09:26:22,RS,furniture_decor,80.65,0,5
2026-09-23T09:26:22,ES,furniture_decor,41.91,0,5
2026-09-23T09:26:22,GO,bed_bath_table,55.74,0,2
2026-09-23T09:26:22,SC,sports_leisure,77.1,0,4
2026-09-23T09:26:22,DF,bed_bath_table,16.79,0,4
2026-09-23T09:26:22,MG,health_beauty,39.63,0,2
2026-09-23T09:26:22,PR,sports_leisure,71.61,0,2
2026-09-23T09:26:22,DF,health_beauty,102.61,0,2
2026-09-23T09:26:22,SP,furniture_decor,90.15,0,2
2026-09-23T09:26:22,DF,watches_gifts,39.9,0,2
2026-09-23T09:26:22,BA,bed_bath_table,84.22,0,2
2026-09-23T09:26:22,MG,health_beauty,75.15,0,3
2026-09-23T09:26:22,SC,sports_leisure,31.93,0,2
2026-09-23T09:26:22,BA,health_beauty,97.51,0,4
2026-09-23T09:26:22,RS,bed_bath_table,46.8,0,2
